"overviewpage","tournament","tournament_group","league","region","year","matchid","datetime_utc","matchround","matchnumber","team","opposingteam","result","gameswon","gameslost"
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 4_2","2021-10-15 11:45:00","Day 4","2","Cloud9","Rogue (European Team)","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 4_2","2021-10-15 11:45:00","Day 4","2","Rogue (European Team)","Cloud9","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 4_3","2021-10-15 12:34:00","Day 4","3","FunPlus Phoenix","Cloud9","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 4_3","2021-10-15 12:34:00","Day 4","3","Cloud9","FunPlus Phoenix","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 4_4","2021-10-15 13:29:00","Day 4","4","Rogue (European Team)","DWG KIA","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 4_4","2021-10-15 13:29:00","Day 4","4","DWG KIA","Rogue (European Team)","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 4_5","2021-10-15 14:34:00","Day 4","5","Rogue (European Team)","FunPlus Phoenix","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 4_5","2021-10-15 14:34:00","Day 4","5","FunPlus Phoenix","Rogue (European Team)","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 4_6","2021-10-15 15:40:00","Day 4","6","DWG KIA","Cloud9","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 4_6","2021-10-15 15:40:00","Day 4","6","Cloud9","DWG KIA","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_1","2021-10-16 10:25:00","Day 5","1","EDward Gaming","DetonatioN FocusMe","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_1","2021-10-16 10:25:00","Day 5","1","DetonatioN FocusMe","EDward Gaming","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_2","2021-10-16 11:38:00","Day 5","2","100 Thieves","T1","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_2","2021-10-16 11:38:00","Day 5","2","T1","100 Thieves","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_3","2021-10-16 12:36:00","Day 5","3","EDward Gaming","T1","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_3","2021-10-16 12:36:00","Day 5","3","T1","EDward Gaming","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_4","2021-10-16 13:35:00","Day 5","4","100 Thieves","DetonatioN FocusMe","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_4","2021-10-16 13:35:00","Day 5","4","DetonatioN FocusMe","100 Thieves","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_5","2021-10-16 14:46:00","Day 5","5","T1","DetonatioN FocusMe","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_5","2021-10-16 14:46:00","Day 5","5","DetonatioN FocusMe","T1","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_6","2021-10-16 15:38:00","Day 5","6","100 Thieves","EDward Gaming","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 5_6","2021-10-16 15:38:00","Day 5","6","EDward Gaming","100 Thieves","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_1","2021-10-17 10:33:00","Day 6","1","PSG Talon","Hanwha Life Esports","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_1","2021-10-17 10:33:00","Day 6","1","Hanwha Life Esports","PSG Talon","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_2","2021-10-17 11:43:00","Day 6","2","Royal Never Give Up","Fnatic","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_2","2021-10-17 11:43:00","Day 6","2","Fnatic","Royal Never Give Up","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_3","2021-10-17 12:52:00","Day 6","3","PSG Talon","Royal Never Give Up","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_3","2021-10-17 12:52:00","Day 6","3","Royal Never Give Up","PSG Talon","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_4","2021-10-17 13:53:00","Day 6","4","Fnatic","Hanwha Life Esports","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_4","2021-10-17 13:53:00","Day 6","4","Hanwha Life Esports","Fnatic","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_5","2021-10-17 15:03:00","Day 6","5","Hanwha Life Esports","Royal Never Give Up","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_5","2021-10-17 15:03:00","Day 6","5","Royal Never Give Up","Hanwha Life Esports","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_6","2021-10-17 16:03:00","Day 6","6","Fnatic","PSG Talon","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 6_6","2021-10-17 16:03:00","Day 6","6","PSG Talon","Fnatic","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_1","2021-10-18 10:18:00","Day 7","1","Gen.G","MAD Lions","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_1","2021-10-18 10:18:00","Day 7","1","MAD Lions","Gen.G","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_2","2021-10-18 11:52:00","Day 7","2","LNG Esports","Team Liquid","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_2","2021-10-18 11:52:00","Day 7","2","Team Liquid","LNG Esports","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_3","2021-10-18 12:49:00","Day 7","3","Gen.G","LNG Esports","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_3","2021-10-18 12:49:00","Day 7","3","LNG Esports","Gen.G","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_4","2021-10-18 13:53:00","Day 7","4","MAD Lions","Team Liquid","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_4","2021-10-18 13:53:00","Day 7","4","Team Liquid","MAD Lions","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_5","2021-10-18 14:54:00","Day 7","5","Gen.G","Team Liquid","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_5","2021-10-18 14:54:00","Day 7","5","Team Liquid","Gen.G","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_6","2021-10-18 15:53:00","Day 7","6","LNG Esports","MAD Lions","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Day 7_6","2021-10-18 15:53:00","Day 7","6","MAD Lions","LNG Esports","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Finals_1","2021-11-06 16:03:00","Finals","1","EDward Gaming","DWG KIA","Win",3,2
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Finals_1","2021-11-06 16:03:00","Finals","1","DWG KIA","EDward Gaming","Loss",2,3
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Quarterfinals_1","2021-10-22 13:57:00","Quarterfinals","1","Hanwha Life Esports","T1","Loss",0,3
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Quarterfinals_1","2021-10-22 13:57:00","Quarterfinals","1","T1","Hanwha Life Esports","Win",3,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Quarterfinals_2","2021-10-23 15:32:00","Quarterfinals","2","EDward Gaming","Royal Never Give Up","Win",3,2
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Quarterfinals_2","2021-10-23 15:32:00","Quarterfinals","2","Royal Never Give Up","EDward Gaming","Loss",2,3
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Quarterfinals_3","2021-10-24 13:42:00","Quarterfinals","3","DWG KIA","MAD Lions","Win",3,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Quarterfinals_3","2021-10-24 13:42:00","Quarterfinals","3","MAD Lions","DWG KIA","Loss",0,3
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Quarterfinals_4","2021-10-25 13:39:00","Quarterfinals","4","Cloud9","Gen.G","Loss",0,3
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Quarterfinals_4","2021-10-25 13:39:00","Quarterfinals","4","Gen.G","Cloud9","Win",3,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Semifinals_1","2021-10-30 15:43:00","Semifinals","1","DWG KIA","T1","Win",3,2
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Semifinals_1","2021-10-30 15:43:00","Semifinals","1","T1","DWG KIA","Loss",2,3
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Semifinals_2","2021-10-31 15:49:00","Semifinals","2","EDward Gaming","Gen.G","Win",3,2
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Semifinals_2","2021-10-31 15:49:00","Semifinals","2","Gen.G","EDward Gaming","Loss",2,3
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_1","2021-10-15 16:45:00","Tiebreakers","1","Rogue (European Team)","FunPlus Phoenix","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_1","2021-10-15 16:45:00","Tiebreakers","1","FunPlus Phoenix","Rogue (European Team)","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_2","2021-10-15 17:45:00","Tiebreakers","2","Cloud9","Rogue (European Team)","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_2","2021-10-15 17:45:00","Tiebreakers","2","Rogue (European Team)","Cloud9","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_3","2021-10-17 17:07:00","Tiebreakers","3","Hanwha Life Esports","Royal Never Give Up","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_3","2021-10-17 17:07:00","Tiebreakers","3","Royal Never Give Up","Hanwha Life Esports","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_4","2021-10-18 16:59:00","Tiebreakers","4","Gen.G","Team Liquid","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_4","2021-10-18 16:59:00","Tiebreakers","4","Team Liquid","Gen.G","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_5","2021-10-18 17:51:00","Tiebreakers","5","LNG Esports","MAD Lions","Loss",0,1
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_5","2021-10-18 17:51:00","Tiebreakers","5","MAD Lions","LNG Esports","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_6","2021-10-18 19:09:00","Tiebreakers","6","Gen.G","MAD Lions","Win",1,0
"2021 Season World Championship/Main Event","Worlds 2021 Main Event","Worlds 2021","World Championship","International",2021,"2021 Season World Championship/Main Event_Tiebreakers_6","2021-10-18 19:09:00","Tiebreakers","6","MAD Lions","Gen.G","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_1","2022-10-07 21:16:00","Day 1","1","Cloud9","Fnatic","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_1","2022-10-07 21:16:00","Day 1","1","Fnatic","Cloud9","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_2","2022-10-07 22:19:00","Day 1","2","G2 Esports","DWG KIA","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_2","2022-10-07 22:19:00","Day 1","2","DWG KIA","G2 Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_3","2022-10-07 23:22:00","Day 1","3","CTBC Flying Oyster","100 Thieves","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_3","2022-10-07 23:22:00","Day 1","3","100 Thieves","CTBC Flying Oyster","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_4","2022-10-08 00:33:00","Day 1","4","JD Gaming","Evil Geniuses.NA","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_4","2022-10-08 00:33:00","Day 1","4","Evil Geniuses.NA","JD Gaming","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_5","2022-10-08 01:41:00","Day 1","5","EDward Gaming","T1","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_5","2022-10-08 01:41:00","Day 1","5","T1","EDward Gaming","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_6","2022-10-08 02:39:00","Day 1","6","Royal Never Give Up","Gen.G","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 1_6","2022-10-08 02:39:00","Day 1","6","Gen.G","Royal Never Give Up","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_1","2022-10-08 21:10:00","Day 2","1","DRX","Rogue (European Team)","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_1","2022-10-08 21:10:00","Day 2","1","Rogue (European Team)","DRX","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_2","2022-10-08 22:18:00","Day 2","2","G2 Esports","Evil Geniuses.NA","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_2","2022-10-08 22:18:00","Day 2","2","Evil Geniuses.NA","G2 Esports","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_3","2022-10-08 23:36:00","Day 2","3","T1","Fnatic","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_3","2022-10-08 23:36:00","Day 2","3","Fnatic","T1","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_4","2022-10-09 00:29:00","Day 2","4","Cloud9","EDward Gaming","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_4","2022-10-09 00:29:00","Day 2","4","EDward Gaming","Cloud9","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_5","2022-10-09 01:34:00","Day 2","5","Top Esports","GAM Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_5","2022-10-09 01:34:00","Day 2","5","GAM Esports","Top Esports","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_6","2022-10-09 02:28:00","Day 2","6","JD Gaming","DWG KIA","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 2_6","2022-10-09 02:28:00","Day 2","6","DWG KIA","JD Gaming","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_1","2022-10-09 21:11:00","Day 3","1","GAM Esports","Rogue (European Team)","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_1","2022-10-09 21:11:00","Day 3","1","Rogue (European Team)","GAM Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_2","2022-10-09 22:18:00","Day 3","2","Gen.G","100 Thieves","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_2","2022-10-09 22:18:00","Day 3","2","100 Thieves","Gen.G","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_3","2022-10-09 23:13:00","Day 3","3","EDward Gaming","Fnatic","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_3","2022-10-09 23:13:00","Day 3","3","Fnatic","EDward Gaming","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_4","2022-10-10 00:20:00","Day 3","4","T1","Cloud9","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_4","2022-10-10 00:20:00","Day 3","4","Cloud9","T1","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_5","2022-10-10 01:13:00","Day 3","5","Royal Never Give Up","CTBC Flying Oyster","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_5","2022-10-10 01:13:00","Day 3","5","CTBC Flying Oyster","Royal Never Give Up","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_6","2022-10-10 02:28:00","Day 3","6","Top Esports","DRX","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 3_6","2022-10-10 02:28:00","Day 3","6","DRX","Top Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_1","2022-10-10 21:12:00","Day 4","1","JD Gaming","G2 Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_1","2022-10-10 21:12:00","Day 4","1","G2 Esports","JD Gaming","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_2","2022-10-10 22:13:00","Day 4","2","Rogue (European Team)","Top Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_2","2022-10-10 22:13:00","Day 4","2","Top Esports","Rogue (European Team)","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_3","2022-10-10 23:13:00","Day 4","3","DWG KIA","Evil Geniuses.NA","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_3","2022-10-10 23:13:00","Day 4","3","Evil Geniuses.NA","DWG KIA","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_4","2022-10-11 00:09:00","Day 4","4","Royal Never Give Up","100 Thieves","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_4","2022-10-11 00:09:00","Day 4","4","100 Thieves","Royal Never Give Up","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_5","2022-10-11 01:00:00","Day 4","5","Gen.G","CTBC Flying Oyster","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_5","2022-10-11 01:00:00","Day 4","5","CTBC Flying Oyster","Gen.G","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_6","2022-10-11 02:05:00","Day 4","6","GAM Esports","DRX","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 4_6","2022-10-11 02:05:00","Day 4","6","DRX","GAM Esports","Win",1,0
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_1","2022-10-13 19:12:00","Day 5","1","Fnatic","Cloud9","Loss",0,1
"2022 Season World Championship/Main Event","Worlds 2022 Main Event","Worlds 2022","World Championship","International",2022,"2022 Season World Championship/Main Event_Day 5_1","2022-10-13 19:12:00","Day 5","1","Cloud9","Fnatic","Win",1,0
