month,album_rank,rank_change,rank_difference,title,artist,new_sales,cumulative_sales,production
10,57,down,-26,WINGS,방탄소년단,"10,040","153,553",YG PLUS
10,58,new,,BAD LOVE - The 1st Mini Album (TAPE),키 (KEY),"10,000","10,000",Dreamus
10,59,new,,갯마을 차차차 OST,Various Artists,"10,000","10,000","지니뮤직, Stone Music Entertainment"
10,60,down,-57,LALISA,리사 (LISA),"9,844","702,923",YG PLUS
10,61,new,,DONT FIGHT THE FEELING - Special Album (LP),EXO,"9,406","9,406",Dreamus
10,62,down,-23,3RD ALBUM `An Ode`,세븐틴,"8,944","127,178",YG PLUS
10,63,down,-16,Dark & Wild,방탄소년단,"8,919","95,752",YG PLUS
10,64,down,-27,화양연화 pt.2,방탄소년단,"8,751","133,429",YG PLUS
10,65,down,-22,minisode1 : Blue Hour,투모로우바이투게더,"8,628","125,979",YG PLUS
10,66,down,-26,"O! RUL8 ,2?",방탄소년단,"8,358","99,455",YG PLUS
10,67,down,-16,Skool Luv Affair,방탄소년단,"8,297","96,680",YG PLUS
10,68,new,,Fatal Love,몬스타엑스,"7,998","16,123",Kakao Entertainment
10,69,down,-3,Hello Future - The 1st Album Repackage,NCT DREAM,"7,912","1,008,393",Dreamus
10,70,new,,VENI VIDI VICI,트라이비(TRI.BE),"7,885","7,885",Universal Music
10,71,down,-29,화양연화 pt.1,방탄소년단,"7,620","108,296",YG PLUS
10,72,new,,BLAZE (Kit),도한세,"7,589","7,589",Kakao Entertainment
10,73,up,62,Mixtape,Stray Kids (스트레이 키즈),"7,452","36,177",Dreamus
10,74,up,7,I am YOU,Stray Kids (스트레이 키즈),"7,201","61,413",Dreamus
10,75,down,-39,4U : OUTSIDE,비투비 (BTOB),"7,136","83,105",Kakao Entertainment
10,76,down,-19,KILL THIS LOVE,BLACKPINK,"7,052","101,322",YG PLUS
10,77,down,-32,2 Cool 4 Skool,방탄소년단,"6,920","94,735",YG PLUS
10,78,down,-8,SERIES `O`[ROUND 2: HOLE],VERIVERY,"6,760","69,969","지니뮤직, Stone Music Entertainment"
10,79,new,,Fairyforest : Temptation,PIXY (픽시),"6,250","6,250",지니뮤직
10,80,new,,Fire Saturday,SECRET NUMBER (시크릿넘버),"5,999","5,999",Kakao Entertainment
10,81,down,-49,BLIND,싸이퍼(Ciipher),"5,940","24,264",Kakao Entertainment
10,82,down,-30,GO生,Stray Kids (스트레이 키즈),"5,752","98,833",Dreamus
10,83,down,-10,5th MINI ALBUM [CHASE],더보이즈(THE BOYZ),"5,523","42,540",Kakao Entertainment
10,84,down,-20,꿈의 장: MAGIC,투모로우바이투게더,"5,263","74,720",YG PLUS
10,85,down,-41,SUMMER POPUP ALBUM [POPPING],온앤오프 (ONF),"5,261","111,875",Sony Music
10,86,down,-14,SOLO,제니 (JENNIE),"5,033","48,857",YG PLUS
10,87,new,,avante,기리보이(Giriboy),"5,000","5,000",Kakao Entertainment
10,88,down,-30,꿈의 장: STAR,투모로우바이투게더,"4,954","64,805",YG PLUS
10,89,down,-22,SQUARE UP,BLACKPINK,"4,836","67,716",YG PLUS
10,90,new,,1집+1집 마무리 (LP),버스커버스커,"4,690","7,800",지니뮤직
10,91,down,-26,꿈의 장: ETERNITY,투모로우바이투게더,"4,671","61,820",YG PLUS
10,92,down,-78,Eternal,Young K,"4,601","56,274",Dreamus
10,93,down,-25,R,로제 (ROSE),"4,539","499,325",YG PLUS
10,94,down,-41,Eyes wide open,TWICE,"4,516","59,171",Dreamus
10,95,up,48,ZERO : FEVER Part.1,ATEEZ (에이티즈),"4,252","30,044","지니뮤직, Stone Music Entertainment"
10,96,new,,Hello,마마무 (Mamamoo),"4,000","3,976","지니뮤직, Stone Music Entertainment"
10,97,new,,Melting,마마무 (Mamamoo),"4,000","3,994","지니뮤직, Stone Music Entertainment"
10,98,new,,MEMORY,마마무 (Mamamoo),"4,000","3,997","지니뮤직, Stone Music Entertainment"
10,99,down,-5,STAYDOM,STAYC(스테이씨),"3,949","85,858",Kakao Entertainment
10,100,down,-10,I am WHO,Stray Kids (스트레이 키즈),"3,897","55,069",Dreamus
11,1,new,,Christmas EveL,Stray Kids (스트레이 키즈),"654,658","654,658",Dreamus
11,2,new,,Formula of Love: O+T=<3,TWICE,"632,506","632,506",Dreamus
11,3,new,,3rd Single Album [MAVERICK],더보이즈(THE BOYZ),"627,987","627,987",Kakao Entertainment
11,4,new,,NO LIMIT,몬스타엑스,"399,830","399,830",Kakao Entertainment
11,5,down,-2,Favorite - The 3rd Album Repackage,NCT 127,"293,401","919,437",Dreamus
11,6,up,18,Favorite - The 3rd Album Repackage (Kit),NCT 127,"201,258","231,958",Dreamus
11,7,new,,RUMINATION,SF9 (에스에프나인),"179,581","179,581",Kakao Entertainment
11,8,new,,BLOOD MOON ,원어스(ONEUS),"175,287","175,287",Kakao Entertainment
11,9,new,,Peaches - The 2nd Mini Album,카이 (KAI),"129,919","129,919",Dreamus
11,10,new,,"그리움, 아낌없이 주는 나무",정동원,"129,119","129,119",Kakao Entertainment
11,11,new,,COUNTDOWN - The 1st Album (COUNTDOWN Ver.),SUPER JUNIOR-D&E (동해&은혁),"78,644","78,644",Dreamus
11,12,new,,COUNTDOWN - The 1st Album (be Ver.),SUPER JUNIOR-D&E (동해&은혁),"78,045","78,045",Dreamus
11,13,new,,COUNTDOWN - The 1st Album (California Love Ver.),SUPER JUNIOR-D&E (동해&은혁),"77,203","77,203",Dreamus
11,14,down,-13,9th Mini Album `Attacca`,세븐틴,"65,784","2,034,613",YG PLUS
11,15,new,,폐허가 된다 해도,이승윤,"61,558","61,558",Kakao Entertainment
11,16,new,,XOXO,전소미,"55,223","55,223",YG PLUS
11,17,new,,COSMOS,B.I,"52,439","52,439",Dreamus
11,18,new,,Re:T-ARA,티아라 (T-ara),"49,300","49,300",Dreamus
11,19,down,-17,DIMENSION : DILEMMA,ENHYPEN,"42,862","1,181,961","지니뮤직, Stone Music Entertainment"
11,20,new,,Not Friends Special Edition ,이달의 소녀,"41,421","41,421",Kakao Entertainment
11,21,down,-15,Sticker - The 3rd Album,NCT 127,"40,802","2,431,995",Dreamus
11,22,down,-10,..선물,이찬원,"40,584","111,387",뮤직앤뉴
11,23,down,-9,2nd EP Album `Bipolar Pt.2 사랑의 서`,EPEX (이펙스),"39,011","95,761","지니뮤직, Stone Music Entertainment"
11,24,new,,RE:ALIZE,TO1 (티오원),"34,868","34,868","지니뮤직, Stone Music Entertainment"
11,25,down,-16,LOVE YOURSELF 轉 `Tear`,방탄소년단,"34,131","418,782",YG PLUS
11,26,down,-11,LOVE YOURSELF 結 `Answer`,방탄소년단,"31,850","382,133",YG PLUS
11,27,new,,Guilty Pleasure,화사,"30,359","30,359",Kakao Entertainment
11,28,down,-24,Savage - The 1st Mini Album,aespa,"29,515","549,133",Dreamus
11,29,down,-11,Butter,방탄소년단,"29,234","2,955,990",YG PLUS
11,30,down,-11,MAP OF THE SOUL : PERSONA,방탄소년단,"27,624","325,674",YG PLUS
11,31,down,-18,LOVE YOURSELF 承 `Her`,방탄소년단,"25,494","364,959",YG PLUS
11,32,down,-21,MAP OF THE SOUL : 7,방탄소년단,"22,359","314,966",YG PLUS
11,33,down,-1,HOT&COLD,박지훈,"19,290","42,713",NHN벅스
11,34,up,30,화양연화 pt.2,방탄소년단,"17,922","151,351",YG PLUS
11,35,down,-6,혼돈의 장: FIGHT OR ESCAPE,투모로우바이투게더,"17,761","744,956",YG PLUS
11,36,up,17,YOU NEVER WALK ALONE,방탄소년단,"17,213","167,453",YG PLUS
11,37,up,20,WINGS,방탄소년단,"16,463","170,016",YG PLUS
11,38,up,5,BORDER : DAY ONE,ENHYPEN,"15,391","175,465","지니뮤직, Stone Music Entertainment"
11,39,down,-6,BORDER : CARNIVAL,ENHYPEN,"15,294","772,311","지니뮤직, Stone Music Entertainment"
11,40,up,25,minisode1 : Blue Hour,투모로우바이투게더,"15,163","141,142",YG PLUS
11,41,new,,Electrified : Urban Nostalgia,하성운,"15,080","15,080",인터파크
11,42,new,,the Billage of perception : chapter one,Billlie,"14,729","14,729",Kakao Entertainment
11,43,up,4,화양연화 Young Forever,방탄소년단,"14,282","166,703",YG PLUS
11,44,up,22,"O! RUL8 ,2?",방탄소년단,"14,253","113,708",YG PLUS
11,45,up,26,화양연화 pt.1,방탄소년단,"14,168","122,464",YG PLUS
11,46,up,17,Dark & Wild,방탄소년단,"13,360","109,112",YG PLUS
11,47,down,-26,NOEASY,Stray Kids (스트레이 키즈),"12,977","1,285,799",Dreamus
11,48,up,8,BE,방탄소년단,"12,711","1,030,681",YG PLUS
11,49,up,18,Skool Luv Affair,방탄소년단,"12,604","109,284",YG PLUS
11,50,new,,Purple,마마무 (Mamamoo),"12,512","12,498",Stone Music Entertainment
11,51,up,26,2 Cool 4 Skool,방탄소년단,"11,816","106,551",YG PLUS
11,52,up,26,SERIES `O`[ROUND 2: HOLE],VERIVERY,"11,628","81,597","지니뮤직, Stone Music Entertainment"
11,53,new,,I AM ME.,위키미키 (Weki Meki),"11,377","11,377",Kakao Entertainment
11,54,down,-3,1ST ALBUM PART 1 [The Awakening: Written In The Stars],CRAVITY,"10,507","170,988",Kakao Entertainment
11,55,new,,NO LIMIT (Kit),몬스타엑스,"10,000","10,000",Kakao Entertainment
11,56,up,37,R,로제 (ROSE),"9,592","508,917",YG PLUS
11,57,down,-5,STEREOTYPE,STAYC(스테이씨),"9,119","158,185",Kakao Entertainment
11,58,up,65,I am NOT,Stray Kids (스트레이 키즈),"8,924","64,738",Dreamus
11,59,down,-18,혼돈의 장 : FREEZE,투모로우바이투게더,"8,788","859,153",YG PLUS
11,60,down,-25,JUST BEAT,JUST B (저스트비),"8,630","28,221",NHN벅스
11,61,up,15,KILL THIS LOVE,BLACKPINK,"8,554","109,876",YG PLUS
11,62,-,,3RD ALBUM `An Ode`,세븐틴,"8,458","135,636",YG PLUS
11,63,new,,Killing Me,청하,"8,264","8,264","지니뮤직, Stone Music Entertainment"
11,64,down,-30,Light a Wish,LIGHTSUM,"8,246","28,416",Kakao Entertainment
11,65,down,-15,THE ALBUM,BLACKPINK,"7,867","181,535",YG PLUS
11,66,up,42,Cle 1 : MIROH,Stray Kids (스트레이 키즈),"7,838","66,953",Dreamus
11,67,down,-31,BAD LOVE - The 1st Mini Album,키 (KEY),"7,804","127,639",Dreamus
11,68,new,,6th Album `END THEORY`,윤하,"7,421","7,421",Kakao Entertainment
11,69,down,-31,맛 (Hot Sauce) - The 1st Album,NCT DREAM,"7,388","2,088,655",Dreamus
11,70,down,-1,Hello Future - The 1st Album Repackage,NCT DREAM,"7,156","1,015,549",Dreamus
11,71,new,,ID: PITTA,PITTA (강형호),"6,780","6,780",Universal Music
11,72,up,10,GO生,Stray Kids (스트레이 키즈),"6,727","105,560",Dreamus
11,73,new,,NOW : Who we are facing,GHOST9,"6,673","6,673",NHN벅스
11,74,down,-15,갯마을 차차차 OST,Various Artists,"6,401","16,401","지니뮤직, Stone Music Entertainment"
11,75,new,,BLOSSOM,라붐 (LABOUM),"6,292","6,292",인터파크
11,76,up,27,Cle : LEVANTER,Stray Kids (스트레이 키즈),"6,227","72,584",Dreamus
11,77,down,-23,IN生,Stray Kids (스트레이 키즈),"6,184","116,340",Dreamus
11,78,up,6,꿈의 장: MAGIC,투모로우바이투게더,"6,138","80,858",YG PLUS
11,79,up,40,Cle 2 : Yellow Wood,Stray Kids (스트레이 키즈),"6,128","50,279",Dreamus
11,80,up,14,Eyes wide open,TWICE,"6,078","65,249",Dreamus
11,81,new,,스트릿 우먼 파이터(SWF) Special,Various Artists,"6,069","6,069","지니뮤직, Stone Music Entertainment"
11,82,new,,Be My Reason,황치열,"5,799","99,509",Kakao Entertainment
11,83,new,,RUMINATION (Kit),SF9 (에스에프나인),"5,760","5,760",Kakao Entertainment
11,84,down,-45,Chocolate Box,양요섭,"5,691","76,494",Kakao Entertainment
11,85,new,,Ballad 21 F/W,2am,"5,530","5,530","지니뮤직, Stone Music Entertainment"
11,86,up,3,SQUARE UP,BLACKPINK,"5,455","73,171",YG PLUS
11,87,down,-29,BAD LOVE - The 1st Mini Album (TAPE),키 (KEY),"5,038","15,038",Dreamus
11,88,down,-80,GLASSY,조유리,"5,035","89,168","지니뮤직, Stone Music Entertainment"
11,89,new,,MOON AND BACK ,블루 (BLOO),"5,000","5,000",Warner Music
11,90,up,79,YOU COMPLETE ME,온앤오프 (ONF),"4,742","7,738","지니뮤직, Stone Music Entertainment"
11,91,down,-3,꿈의 장: STAR,투모로우바이투게더,"4,699","69,504",YG PLUS
11,92,down,-1,꿈의 장: ETERNITY,투모로우바이투게더,"4,507","66,327",YG PLUS
11,93,down,-71,DDARA,골든차일드,"4,505","42,432",Kakao Entertainment
11,94,up,35,bugAboo,bugAboo (버가부),"4,484","6,481",Kakao Entertainment
11,95,down,-40,Blue Letter,원호 (WONHO),"4,350","78,758",Kakao Entertainment
11,96,up,3,STAYDOM,STAYC(스테이씨),"4,284","90,142",Kakao Entertainment
11,97,up,16,Rollercoaster,다크비(DKB),"4,226","6,951",지니뮤직
11,98,new,,cignature 2nd EP Album `Dear Diary Moment`,시그니처 (cignature),"4,199","4,199","지니뮤직, Stone Music Entertainment"
11,99,up,3,`The ReVe Festival` Day 1,레드벨벳(Red Velvet),"4,035","21,270",Dreamus
11,100,down,-14,SOLO,제니 (JENNIE),"3,901","52,758",YG PLUS
12,1,new,,Universe - The 3rd Album,NCT,"1,630,715","1,630,715",Dreamus
12,2,new,,ZERO: FEVER EPILOGUE,ATEEZ (에이티즈),"407,165","407,165","지니뮤직, Stone Music Entertainment"
12,3,new,,ELEVEN,IVE (아이브),"268,396","268,396",Kakao Entertainment
12,4,up,5,Peaches - The 2nd Mini Album,카이 (KAI),"135,282","265,201",Dreamus
12,5,new,,6TH MINI ALBUM [Goosebumps],온앤오프 (ONF),"109,805","109,805",Sony Music
12,6,new,,Formula of Love: O+T=<3 (Result File Ver.),TWICE,"93,911","93,911",Dreamus
12,7,new,,,MINO (송민호),"90,585","90,585",YG PLUS
12,8,down,-7,Christmas EveL,Stray Kids (스트레이 키즈),"88,389","743,047",Dreamus
12,9,new,,2021 Winter SMTOWN : SMCU EXPRESS,SMTOWN,"85,674","85,674",Dreamus
12,10,down,-8,Formula of Love: O+T=<3,TWICE,"82,449","714,955",Dreamus
12,11,up,18,Butter,방탄소년단,"43,417","2,999,407",YG PLUS
12,12,new,,Return of The Girl,EVERGLOW (에버글로우),"40,809","40,809","지니뮤직, Stone Music Entertainment"
12,13,up,12,LOVE YOURSELF 轉 `Tear`,방탄소년단,"39,268","458,050",YG PLUS
12,14,up,16,MAP OF THE SOUL : PERSONA,방탄소년단,"32,480","358,154",YG PLUS
12,15,up,17,MAP OF THE SOUL : 7,방탄소년단,"30,226","345,192",YG PLUS
12,16,up,19,혼돈의 장: FIGHT OR ESCAPE,투모로우바이투게더,"30,165","775,121",YG PLUS
12,17,up,9,LOVE YOURSELF 結 `Answer`,방탄소년단,"29,689","411,822",YG PLUS
12,18,new,,BLUE,LUCY,"27,291","27,291",Kakao Entertainment
12,19,new,,THE LETTER,김재환,"26,880","26,880","지니뮤직, Stone Music Entertainment"
12,20,up,11,LOVE YOURSELF 承 `Her`,방탄소년단,"26,201","391,160",YG PLUS
12,21,up,7,Savage - The 1st Mini Album,aespa,"25,312","574,445",Dreamus
12,22,down,-18,NO LIMIT,몬스타엑스,"24,788","424,618",Kakao Entertainment
12,23,down,-9,9th Mini Album `Attacca`,세븐틴,"24,460","2,059,073",YG PLUS
12,24,down,-5,DIMENSION : DILEMMA,ENHYPEN,"23,988","1,205,949","지니뮤직, Stone Music Entertainment"
12,25,up,15,minisode1 : Blue Hour,투모로우바이투게더,"20,737","161,879",YG PLUS
12,26,up,17,화양연화 Young Forever,방탄소년단,"19,892","186,595",YG PLUS
12,27,new,,COUNTDOWN - ZERO ver. (Epilogue),SUPER JUNIOR-D&E (동해&은혁),"19,694","19,694",Dreamus
12,28,up,20,BE,방탄소년단,"18,815","1,049,496",YG PLUS
12,29,up,30,혼돈의 장 : FREEZE,투모로우바이투게더,"18,764","877,917",YG PLUS
12,30,new,,Eclipse (Trilogy Ⅲ. Vincere),라포엠 (LA POEM),"17,857","17,857",Dreamus
12,31,up,31,3RD ALBUM `An Ode`,세븐틴,"17,437","153,073",YG PLUS
12,32,up,15,NOEASY,Stray Kids (스트레이 키즈),"17,307","1,303,106",Dreamus
12,33,new,,LOCK UP,FTISLAND (FT 아일랜드),"17,131","17,131",Kakao Entertainment
12,34,up,2,YOU NEVER WALK ALONE,방탄소년단,"16,945","184,398",YG PLUS
12,35,up,4,BORDER : CARNIVAL,ENHYPEN,"16,140","788,451","지니뮤직, Stone Music Entertainment"
12,36,down,-31,Favorite - The 3rd Album Repackage,NCT 127,"15,549","934,986",Dreamus
12,37,down,-27,"그리움, 아낌없이 주는 나무",정동원,"15,457","144,576",Kakao Entertainment
12,38,new,,LALISA (LP),리사 (LISA),"15,444","15,444",YG PLUS
12,39,down,-5,화양연화 pt.2,방탄소년단,"15,215","166,566",YG PLUS
12,40,down,-3,WINGS,방탄소년단,"14,402","184,418",YG PLUS
12,41,down,-38,3rd Single Album [MAVERICK],더보이즈(THE BOYZ),"14,382","642,369",Kakao Entertainment
12,42,down,-4,BORDER : DAY ONE,ENHYPEN,"14,367","189,832","지니뮤직, Stone Music Entertainment"
12,43,new,,Calibrate,하현상,"13,571","13,571","지니뮤직, Stone Music Entertainment"
12,44,up,2,Dark & Wild,방탄소년단,"13,393","122,505",YG PLUS
12,45,up,4,Skool Luv Affair,방탄소년단,"12,001","121,285",YG PLUS
12,46,down,-2,"O! RUL8 ,2?",방탄소년단,"11,509","125,217",YG PLUS
12,47,new,,STUDIO WE : Recording #2,원위 (ONEWE),"11,442","11,442",Kakao Entertainment
12,48,up,30,꿈의 장: MAGIC,투모로우바이투게더,"10,811","91,669",YG PLUS
12,49,up,5,1ST ALBUM PART 1 [The Awakening: Written In The Stars],CRAVITY,"10,303","181,291",Kakao Entertainment
12,50,up,11,KILL THIS LOVE,BLACKPINK,"10,125","120,001",YG PLUS
12,51,up,40,꿈의 장: STAR,투모로우바이투게더,"10,098","79,602",YG PLUS
12,52,down,-10,the Billage of perception : chapter one,Billlie,"9,969","24,698",Kakao Entertainment
12,53,down,-8,화양연화 pt.1,방탄소년단,"9,829","132,293",YG PLUS
12,54,down,-13,Electrified : Urban Nostalgia,하성운,"9,656","24,736",인터파크
12,55,up,61,CRAZY IN LOVE,ITZY (있지),"9,601","500,124",Dreamus
12,56,up,14,Hello Future - The 1st Album Repackage,NCT DREAM,"9,456","1,025,005",Dreamus
12,57,up,35,꿈의 장: ETERNITY,투모로우바이투게더,"9,318","75,645",YG PLUS
12,58,up,19,IN生,Stray Kids (스트레이 키즈),"9,230","125,570",Dreamus
12,59,up,6,THE ALBUM,BLACKPINK,"9,194","190,729",YG PLUS
12,60,down,-9,2 Cool 4 Skool,방탄소년단,"8,609","115,160",YG PLUS
12,61,up,8,맛 (Hot Sauce) - The 1st Album,NCT DREAM,"8,530","2,097,185",Dreamus
12,62,down,-5,STEREOTYPE,STAYC(스테이씨),"8,344","166,529",Kakao Entertainment
12,63,up,8,ID: PITTA,PITTA (강형호),"8,120","14,900",Universal Music
12,64,new,,7th Mini Album `헹가래`,세븐틴,"8,058","46,021",YG PLUS
12,65,down,-9,R,로제 (ROSE),"7,998","516,915",YG PLUS
12,66,up,6,GO生,Stray Kids (스트레이 키즈),"7,903","113,463",Dreamus
12,67,up,19,SQUARE UP,BLACKPINK,"7,486","80,657",YG PLUS
12,68,new,,,MINO (송민호),"7,318","7,318",YG PLUS
12,69,new,,1집+1집 마무리 (LP),버스커버스커,"7,000","14,800",지니뮤직
12,70,down,-43,Guilty Pleasure,화사,"6,949","37,308",Kakao Entertainment
12,71,down,-18,I AM ME.,위키미키 (Weki Meki),"5,989","17,366",Kakao Entertainment
12,72,up,24,STAYDOM,STAYC(스테이씨),"5,362","95,504",Kakao Entertainment
12,73,-,,NOW : Who we are facing,GHOST9,"5,137","11,810",NHN벅스
12,74,up,31,Star To A Young Culture,STAYC(스테이씨),"4,972","29,267",Kakao Entertainment
12,75,new,,The Volunteers (LP),The Volunteers (더 발룬티어스),"4,898","4,898",Dreamus
12,76,down,-61,폐허가 된다 해도,이승윤,"4,708","66,266",Kakao Entertainment
12,77,up,51,THE FIRST STEP : TREASURE EFFECT,TREASURE (트레저),"4,676","331,320",YG PLUS
12,78,up,22,SOLO,제니 (JENNIE),"4,657","57,415",YG PLUS
12,79,down,-61,Re:T-ARA,티아라 (T-ara),"4,656","53,956",Dreamus
12,80,new,,WATERFALL (LP),B.I,"4,423","4,423",Dreamus
12,81,up,32,5th Album 'LILAC',아이유 (IU),"4,408","402,864",Kakao Entertainment
12,82,new,,Just right,GOT7,"4,103","10,103",Dreamus
12,83,new,,신세계 : PARANA,조민규,"4,041","4,041",인터파크
12,84,new,,THE LETTER (Kit),김재환,"4,000","4,000","지니뮤직, Stone Music Entertainment"
12,85,new,,SUNRISE (LP),DAY6,"3,940","3,940",Dreamus
12,86,new,,MOONRISE (LP),DAY6,"3,940","3,940",Dreamus
12,87,new,,Special Album '; [Semicolon]',세븐틴,"3,854","42,708",YG PLUS
12,88,up,16,IT`z ICY,ITZY (있지),"3,830","34,927",Dreamus
12,89,down,-73,XOXO,전소미,"3,710","58,933",YG PLUS
12,90,up,46,I am WHO,Stray Kids (스트레이 키즈),"3,651","60,830",Dreamus
12,91,up,11,IT'z ME,ITZY (있지),"3,605","30,189",Dreamus
12,92,up,15,5th MINI ALBUM [CHASE],더보이즈(THE BOYZ),"3,403","49,480",Kakao Entertainment
12,93,up,67,TWICEcoaster : LANE 2,TWICE,"3,244","17,896",Dreamus
12,94,down,-28,Cle 1 : MIROH,Stray Kids (스트레이 키즈),"3,178","70,131",Dreamus
12,95,up,22,Not Shy,ITZY (있지),"3,117","29,295",Dreamus
12,96,up,49,Merry & Happy,TWICE,"3,022","15,763",Dreamus
12,97,up,24,LALISA,리사 (LISA),"2,919","708,475",YG PLUS
12,98,up,21,VENI VIDI VICI,트라이비(TRI.BE),"2,730","13,345",Universal Music
12,99,up,32,Love poem,아이유 (IU),"2,685","31,277",Kakao Entertainment
12,100,new,,Bye (LP),임창정,"2,607","2,607",Warner Music
