"tournament","league","region","year","champion","ingamerole","ban_count","pick_count","player_count","win_count","loss_count","kills","deaths","assists","gold_summed","cs_summed","damage_summed"
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Poppy","Jungle",86,50,11,29,21,68,99,292,500610,8250,366785
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Pyke","Support",6,5,3,4,1,17,14,30,47158,301,30878
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Qiyana","Jungle",0,1,1,0,1,0,3,5,10329,221,8761
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Rakan","Support",21,41,12,20,21,17,95,299,317772,1824,154151
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Rell","Support",1,5,3,2,3,3,23,41,36089,201,18902
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Renata Glasc","Support",69,53,11,32,21,39,94,483,408390,1311,277946
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Renekton","Top",10,15,6,10,5,30,36,88,195807,4127,218880
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Ryze","Mid",23,24,7,12,12,64,49,123,317587,7176,326131
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Samira","Bot",1,2,2,1,1,11,3,10,27261,545,24520
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Sejuani","Support",32,2,2,1,1,0,5,19,16625,225,12287
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Sejuani","Jungle",32,2,1,1,1,2,3,13,19819,347,15530
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Sejuani","Top",32,50,10,27,23,83,109,340,577434,11772,659327
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Senna","Support",41,2,2,1,1,6,7,12,15724,55,16842
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Senna","Bot",41,34,8,17,17,54,68,259,346637,2422,472693
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Seraphine","Mid",29,9,5,3,6,13,17,57,99492,2234,110008
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Seraphine","Bot",29,1,1,0,1,1,2,4,8989,222,7305
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Seraphine","Support",29,8,4,4,4,12,15,48,102485,2295,95158
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Sett","Support",1,2,2,1,1,1,4,7,13776,182,10055
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Shyvana","Top",0,3,3,0,3,6,15,14,38794,808,78554
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Singed","Support",3,3,1,3,0,1,6,24,27465,440,15616
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Sion","Top",0,4,4,2,2,7,6,22,46741,931,48980
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Sivir","Bot",23,29,11,19,10,146,43,158,460223,10336,682748
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Skarner","Jungle",7,13,5,8,5,14,32,91,128528,2039,66250
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Soraka","Support",1,1,1,1,0,1,2,17,9008,24,6834
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Swain","Mid",24,15,8,9,6,25,30,91,171429,3732,208204
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Sylas","Mid",86,43,9,29,14,127,89,201,552431,11767,668964
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Sylas","Top",86,2,2,1,1,9,3,11,31911,627,38093
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Syndra","Mid",0,1,1,0,1,0,3,4,8431,216,15410
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Tahm Kench","Support",43,68,13,37,31,56,166,463,554208,5128,356655
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Taliyah","Jungle",75,4,2,3,1,22,10,36,68554,1210,114351
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Taliyah","Mid",75,29,8,15,14,71,49,153,395402,9113,544135
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Taric","Support",0,1,1,0,1,0,4,6,6668,31,2985
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Thresh","Support",0,5,3,3,2,2,9,35,38610,140,13958
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Trundle","Jungle",44,49,9,23,26,84,114,321,494908,7497,363330
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Tryndamere","Top",2,1,1,1,0,6,1,5,16662,356,20576
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Twisted Fate","Mid",34,7,4,3,4,12,5,43,86983,1771,78840
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Twitch","Bot",7,10,6,6,4,51,17,42,136391,2910,203401
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Varus","Bot",1,4,2,0,4,10,16,10,47029,1060,49208
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Vayne","Bot",0,1,1,0,1,4,3,2,11042,233,12695
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Veigar","Mid",2,1,1,1,0,2,3,3,12499,276,6202
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Vi","Jungle",32,34,11,19,15,94,98,233,366878,5905,291473
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Viego","Jungle",36,76,14,41,35,214,163,350,844635,14127,639502
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Viktor","Mid",7,22,8,7,15,46,51,81,277165,6263,478641
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Volibear","Jungle",1,8,6,2,6,7,20,44,75835,1232,56920
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Wukong","Jungle",84,97,11,44,53,243,228,471,1013174,16540,878205
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Xayah","Bot",6,19,6,7,12,51,34,71,275926,6417,368036
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Xin Zhao","Jungle",6,21,6,9,12,37,64,100,214628,3660,189848
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Yasuo","Mid",1,1,1,1,0,5,2,8,11714,216,10407
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Yasuo","Support",1,1,1,1,0,3,1,7,16393,389,8905
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Yasuo","Bot",1,2,2,2,0,3,2,14,22276,467,13680
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Yone","Mid",3,4,3,2,2,8,8,16,50497,1166,50787
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Yone","Top",3,1,1,1,0,8,1,11,12804,217,15788
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Yuumi","Support",66,34,11,23,11,23,33,348,247946,410,270770
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Zac","Top",0,1,1,1,0,2,5,10,10661,174,14747
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Zeri","Bot",120,61,11,35,26,277,89,236,906050,20037,1141629
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Zilean","Mid",0,1,1,1,0,1,0,7,10561,203,6414
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Zilean","Support",0,2,2,0,2,0,8,1,14074,96,5883
"LCK 2022 Summer","LoL Champions Korea","Korea",2022,"Zoe","Mid",5,7,4,2,5,14,16,24,90779,2015,131728
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Aatrox","Top",1,6,3,4,2,21,10,30,76004,1605,88867
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Ahri","Mid",11,9,4,4,5,23,15,62,131012,2900,178688
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Akali","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Alistar","No Pick",2,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Amumu","Support",1,4,2,1,3,2,18,30,28038,137,19433
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Aphelios","Bot",5,5,3,4,1,29,6,21,90785,2009,147675
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Azir","Top",7,1,1,0,1,0,3,1,15230,350,13288
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Azir","Mid",7,11,5,7,4,34,23,72,159723,3449,265098
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Braum","Support",0,3,1,2,1,1,7,34,23319,114,19854
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Camille","Top",2,2,2,1,1,4,6,7,26503,543,24871
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Corki","Mid",0,1,1,1,0,10,2,5,19522,339,38878
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Draven","Bot",3,3,1,2,1,21,8,11,52990,960,54810
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Galio","Mid",1,1,1,1,0,1,1,6,15254,338,7254
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Gnar","Top",1,3,1,2,1,5,4,13,35414,740,41163
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Gragas","Top",1,1,1,0,1,0,2,4,13977,314,12915
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Gwen","Top",11,3,3,0,3,5,11,9,38925,812,68161
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Heimerdinger","Bot",0,1,1,0,1,1,1,1,15064,343,19708
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Jax","Top",0,1,1,1,0,6,0,4,16042,276,19645
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Kalista","Bot",18,3,2,1,2,11,9,16,44676,959,35360
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Karma","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"LeBlanc","Mid",3,3,2,1,2,9,3,11,37824,790,64439
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Leona","Support",0,1,1,0,1,0,4,6,6474,44,2904
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Lissandra","Mid",1,2,2,0,2,1,7,14,28966,678,36805
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Lucian","Bot",12,4,3,2,2,16,5,17,71007,1463,126520
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Lulu","Support",4,6,5,2,4,1,13,35,45943,138,19901
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Mordekaiser","Top",0,1,1,0,1,0,5,1,10656,233,12731
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Morgana","Jungle",1,3,3,1,2,4,7,23,36606,658,69499
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Nami","Support",0,4,3,2,2,3,9,38,37131,98,37179
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Nautilus","Support",11,3,2,2,1,1,13,30,24952,124,14628
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Nilah","Bot",3,6,5,3,3,27,11,35,93892,1930,77070
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Ornn","Top",5,10,5,6,4,14,33,80,115210,2253,142121
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Poppy","Jungle",9,7,3,3,4,14,21,39,75896,1237,53837
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Pyke","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Rakan","Support",1,2,2,0,2,1,9,15,11724,69,6848
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Renata Glasc","Support",13,2,2,2,0,1,5,26,17007,54,8879
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Renekton","Top",9,9,5,4,5,13,33,45,113310,2382,119260
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Renekton","Mid",9,1,1,0,1,1,5,0,8588,216,7970
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Sejuani","Jungle",4,5,2,4,1,8,7,57,52680,840,48062
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Sejuani","Top",4,2,2,0,2,0,6,12,22278,488,27915
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Sejuani","Support",4,1,1,0,1,1,2,0,7199,32,4583
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Senna","Support",0,2,1,0,2,2,4,6,17267,82,18432
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Singed","Support",0,1,1,1,0,0,0,11,6697,27,2057
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Sivir","Bot",13,6,3,3,3,25,11,30,84914,1929,132832
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Skarner","Jungle",7,1,1,0,1,0,8,4,8217,122,7041
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Swain","Mid",0,2,2,1,1,3,6,17,24398,532,28784
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Swain","Top",0,1,1,1,0,2,2,7,12053,250,18319
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Sylas","Mid",6,7,5,5,2,30,12,41,85610,1789,88863
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Tahm Kench","Support",0,3,2,2,1,1,10,23,27074,99,21190
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Taliyah","Mid",3,4,2,1,3,3,17,23,48456,1181,76680
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Trundle","Jungle",10,5,4,3,2,18,16,42,54684,733,52360
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Vi","Jungle",9,4,3,1,3,11,9,18,46808,777,27189
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Viego","Jungle",0,2,2,0,2,2,5,4,20777,369,20262
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Wukong","Jungle",5,14,5,8,6,34,38,100,153548,2372,133127
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Xayah","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Xin Zhao","Jungle",1,1,1,1,0,1,0,6,10299,182,7625
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Yasuo","Bot",0,1,1,0,1,1,3,4,8347,199,5925
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Yasuo","Mid",0,1,1,0,1,0,2,0,16233,430,5551
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Yone","Top",2,2,1,2,0,8,8,17,30680,667,32296
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Yuumi","Support",9,10,5,7,3,10,12,112,78142,83,94492
"LCK 2022 Summer Playoffs","LoL Champions Korea","Korea",2022,"Zeri","Bot",1,13,6,6,7,73,28,46,215167,4691,299176
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Aatrox","Top",0,2,2,0,2,8,4,4,32154,701,46876
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Ahri","Mid",18,15,9,6,9,31,41,81,183740,4100,236239
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Akali","Top",71,1,1,0,1,2,4,2,11372,246,14563
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Akali","Mid",71,43,10,18,25,179,105,135,570741,12357,742856
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Alistar","Support",1,1,1,0,1,1,2,3,6516,31,2005
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Annie","Support",86,6,6,4,2,9,14,52,50802,144,48186
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Annie","Mid",86,14,8,13,1,46,23,101,183888,3508,268695
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Aphelios","Bot",3,16,8,8,8,50,26,37,195521,4389,222160
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Ashe","Bot",175,8,4,4,4,8,16,48,91359,2035,128248
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Ashe","Support",175,25,9,14,11,21,58,207,209634,843,277916
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Aurelion Sol","Mid",3,3,1,1,2,9,4,9,46576,1079,78935
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Azir","Mid",39,74,10,42,32,174,165,291,947310,21326,1502801
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Azir","Top",39,1,1,0,1,0,4,1,9138,230,10379
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Blitzcrank","Support",2,3,1,3,0,4,4,30,25581,106,21002
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Braum","Support",0,2,2,1,1,3,3,13,14729,73,10011
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Caitlyn","Support",165,8,3,6,2,10,21,65,83187,428,108354
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Caitlyn","Bot",165,32,9,19,13,112,46,122,457750,10151,543051
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Camille","Top",7,12,6,5,7,27,31,30,143386,3083,156416
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Cassiopeia","Mid",0,1,1,0,1,0,3,0,11416,310,13345
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Cho'Gath","Bot",0,1,1,1,0,2,2,2,11568,276,11559
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Cho'Gath","Top",0,1,1,1,0,1,3,7,14417,297,15089
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Corki","Mid",0,4,4,2,2,10,8,15,54697,1209,85909
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Darius","Top",0,2,1,1,1,6,6,10,21558,422,23595
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Draven","Bot",14,18,6,12,6,68,34,81,285822,5616,296335
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Elise","Jungle",133,29,9,17,12,75,59,151,309316,4900,363235
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Ezreal","Bot",6,32,10,15,17,117,64,119,479934,10679,786080
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Fiora","Top",28,32,10,16,16,55,67,70,440669,9864,503465
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Galio","Mid",1,1,1,0,1,0,2,3,8407,214,7267
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Gangplank","Top",1,4,2,3,1,20,11,25,74414,1418,117832
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Gnar","Top",31,73,10,42,31,134,151,269,948152,20893,1178985
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Gragas","Mid",26,20,7,9,11,26,41,85,205101,4654,275858
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Gragas","Top",26,18,8,8,10,19,36,86,208713,4594,285077
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Gragas","Jungle",26,1,1,0,1,1,3,7,9570,158,17547
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Graves","Jungle",0,1,1,0,1,0,2,6,8869,170,9877
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Gwen","Top",4,4,3,2,2,9,8,18,56119,1243,89312
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Heimerdinger","Support",17,39,9,20,19,40,99,216,327099,1332,408217
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Illaoi","Top",0,1,1,0,1,2,5,2,9433,183,12735
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Irelia","Top",9,4,4,0,4,8,15,5,47390,1102,39668
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Irelia","Mid",9,4,4,3,1,18,11,18,64789,1463,88424
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Jarvan IV","Support",1,2,2,2,0,2,7,17,16953,44,12915
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Jax","Top",65,53,10,27,26,126,112,159,701344,15079,744104
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Jayce","Top",96,43,10,26,17,112,123,176,565731,12205,905771
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Jayce","Mid",96,14,6,6,8,37,32,42,187803,4208,294000
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Jhin","Support",1,4,3,3,1,10,5,27,43671,248,46957
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Jhin","Bot",1,16,7,6,10,48,25,63,201845,4539,235315
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Jinx","Bot",1,10,7,4,6,24,21,25,133047,3243,144284
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"K'Sante","Top",64,80,10,40,40,168,156,326,958499,20765,955058
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"K'Sante","Mid",64,2,1,2,0,4,0,19,24178,515,24879
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Kai'Sa","Bot",0,1,1,1,0,5,0,5,15787,353,16450
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Kalista","Support",6,7,4,4,3,10,14,57,64367,291,62131
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Karma","Mid",56,3,2,0,3,5,8,13,35690,822,44057
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Karma","Support",56,57,9,25,32,36,142,400,443498,1642,403514
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Kassadin","Mid",97,19,8,13,6,80,32,79,257287,5603,348031
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Kennen","Top",7,9,3,5,4,30,20,30,106195,2178,157366
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Kindred","Jungle",0,1,1,0,1,0,2,1,9316,183,8026
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"LeBlanc","Mid",38,19,8,11,8,58,24,62,220483,4761,375285
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"LeBlanc","Top",38,1,1,0,1,1,1,1,7900,185,10071
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Lee Sin","Jungle",17,47,11,25,22,142,123,249,499435,8330,395024
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Lee Sin","Top",17,1,1,0,1,0,4,4,12954,326,17445
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Leona","Support",2,12,6,7,5,5,38,91,96595,479,42585
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Lillia","Jungle",0,1,1,1,0,6,1,5,15214,259,19417
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Lissandra","Mid",7,6,5,3,3,18,15,40,68936,1479,80142
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Lucian","Bot",111,69,11,37,32,221,131,266,949312,20558,1420449
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Lulu","Support",10,79,11,34,45,25,147,555,564083,1735,296005
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Lux","Support",2,23,8,15,8,24,54,171,183404,604,225172
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Maokai","Jungle",103,47,10,28,19,73,101,313,495811,7845,810763
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Maokai","Top",103,1,1,0,1,1,5,3,6478,126,8530
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Nami","Support",1,69,10,38,31,36,100,573,510857,915,357862
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Nautilus","Support",8,14,7,4,10,14,42,76,98046,501,59334
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Nidalee","Jungle",2,5,4,3,2,13,7,15,54770,947,75938
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Nocturne","Jungle",0,2,2,1,1,7,3,7,18973,335,15435
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"None","No Pick",3,0,0,0,0,0,0,0,0,0,0
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Orianna","Mid",0,3,3,1,2,7,7,14,44478,1001,59851
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Ornn","Top",7,8,5,5,3,5,13,48,86367,1864,87038
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Poppy","Jungle",2,2,2,0,2,0,7,12,22701,391,14233
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Pyke","Support",2,1,1,0,1,0,3,2,6834,40,2622
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Rakan","Support",11,23,7,10,13,13,57,154,176428,1004,83084
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Rell","Support",0,3,2,1,2,2,9,20,22956,129,11071
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Renata Glasc","Support",5,7,5,3,4,2,18,49,52988,190,35022
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Renekton","Mid",106,1,1,1,0,2,2,12,11480,211,17606
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Renekton","Top",106,54,9,24,30,105,131,190,678551,14906,684745
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Ryze","Mid",59,16,6,6,10,33,29,46,193510,4595,225862
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Samira","Bot",3,2,2,1,1,11,4,7,29804,617,33625
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Sejuani","Jungle",56,106,11,46,60,107,245,615,1063027,18127,868017
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Sejuani","Top",56,4,4,2,2,7,9,29,42692,801,61229
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Senna","Support",0,1,1,1,0,0,1,7,8612,28,10736
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Seraphine","Support",0,1,1,1,0,2,1,12,9009,24,6822
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Sett","Mid",1,1,1,1,0,0,0,8,9065,185,6885
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Singed","Support",0,1,1,1,0,0,3,9,7526,35,3068
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Sion","Top",2,21,8,9,12,25,36,84,217243,4742,230076
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Sivir","Bot",6,18,8,8,10,49,31,82,255108,6179,378322
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Sona","Support",0,3,3,1,2,5,7,26,24061,44,22112
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Soraka","Support",1,7,4,1,6,4,20,26,50924,195,28298
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Swain","Mid",0,2,2,0,2,0,8,2,21032,507,40322
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Sylas","Mid",52,48,9,24,24,122,104,216,624437,13658,729353
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Sylas","Top",52,1,1,1,0,2,0,7,14443,309,17587
"LCK 2023 Spring","LoL Champions Korea","Korea",2023,"Syndra","Mid",10,16,5,3,13,31,39,46,189271,4447,272648
