"tournament","league","region","year","champion","ingamerole","ban_count","pick_count","player_count","win_count","loss_count","kills","deaths","assists","gold_summed","cs_summed","damage_summed"
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Aatrox","Mid",29,1,1,1,0,3,0,6,12635,290,15981
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Aatrox","Top",29,28,11,12,16,59,66,117,341137,7585,437500
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Akali","Mid",31,1,1,1,0,10,0,6,16106,307,24433
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Akali","Top",31,5,4,3,2,15,14,24,58254,1222,80543
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Alistar","Support",58,89,10,43,46,48,250,654,650726,3147,338199
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Aphelios","Bot",54,43,11,22,21,156,99,162,631533,14196,658877
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Ashe","Bot",0,1,1,0,1,1,4,7,14874,351,14006
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Azir","Mid",72,62,12,31,31,152,136,328,806466,18505,1054956
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Blitzcrank","Support",0,1,1,0,1,2,9,9,11116,48,6051
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Braum","Support",0,2,2,1,1,0,6,12,14831,82,12989
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Camille","Top",49,37,9,19,18,116,111,180,502925,10395,545099
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Cassiopeia","Top",0,2,1,0,2,4,12,5,20383,452,22784
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Cassiopeia","Mid",0,1,1,0,1,0,4,4,10080,259,11097
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Cho'Gath","Top",1,6,2,3,3,13,12,26,64374,1420,63680
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Corki","Mid",0,2,2,1,1,9,6,13,31890,680,40648
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Dr. Mundo","Jungle",2,5,1,1,4,17,13,23,65898,1245,84500
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Ekko","No Pick",3,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Ezreal","Bot",14,15,8,11,4,71,24,52,206778,4501,304234
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Fizz","Top",0,1,1,1,0,4,3,6,14115,251,13692
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Galio","Mid",32,6,5,2,4,9,11,35,67951,1600,65398
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Galio","Support",32,22,9,12,10,17,71,166,174750,934,136535
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gangplank","Top",15,15,8,5,10,44,35,75,234099,4629,352388
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gnar","Top",112,81,11,36,45,181,241,379,1042116,21851,1239113
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gragas","Mid",62,1,1,1,0,4,1,9,13010,245,12031
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gragas","Top",62,50,11,26,24,99,103,313,583767,11877,790540
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Gragas","Support",62,27,8,14,13,29,99,184,202945,964,188593
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Graves","Mid",40,1,1,0,1,0,4,1,7994,186,4488
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Graves","Jungle",40,54,13,28,26,186,117,268,680314,13249,694339
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Hecarim","Jungle",39,35,13,19,16,107,88,267,386305,6977,364224
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Heimerdinger","Support",0,1,1,1,0,5,7,8,13460,211,18502
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Irelia","Mid",30,2,1,1,1,5,7,15,24671,541,19396
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Irelia","Top",30,9,6,7,2,35,27,56,141655,3027,143384
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Janna","Support",0,1,1,1,0,1,1,7,7732,15,7177
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Jarvan IV","Support",4,5,2,3,2,5,23,51,42562,121,32559
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Jarvan IV","Jungle",4,2,2,1,1,3,3,10,21494,370,16224
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Jax","Top",1,1,1,0,1,0,1,0,12513,306,12010
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Jayce","Top",32,22,7,12,10,54,69,111,283109,6010,424890
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Jhin","Bot",0,13,8,3,10,42,31,41,179751,4019,171590
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Jinx","Bot",4,17,7,11,6,80,30,86,270002,6028,361046
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Kai'Sa","Bot",35,153,13,71,82,637,316,540,2230933,49415,2199709
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Kalista","Bot",59,16,7,10,6,63,32,95,238604,5177,215331
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Karma","Top",0,1,1,0,1,1,3,3,9898,239,16319
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Karma","Support",0,2,1,1,1,1,3,15,21319,314,27748
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Karthus","Jungle",1,2,2,1,1,6,8,8,27667,526,59065
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Kassadin","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Kayle","Top",0,1,1,0,1,3,4,2,13074,271,16782
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Kayn","Jungle",4,6,2,3,3,20,29,29,81728,1605,89977
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Kennen","Top",11,6,4,3,3,7,16,30,67366,1474,96568
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Kindred","Jungle",9,11,3,7,4,30,37,63,130321,2501,149933
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Kled","Top",0,1,1,0,1,0,3,4,8300,202,14353
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Kog'Maw","Bot",0,1,1,0,1,2,3,2,12801,313,15151
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"LeBlanc","Mid",0,1,1,0,1,3,1,4,13532,332,22999
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Lee Sin","Jungle",0,4,3,1,3,9,8,18,40677,749,25478
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Leona","Support",10,39,9,21,18,28,118,279,292195,1518,141954
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Lillia","Jungle",59,64,16,28,36,164,143,370,741644,14122,785876
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Lillia","Mid",59,1,1,1,0,3,3,6,12705,280,14884
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Lucian","Bot",45,1,1,0,1,1,3,4,10219,262,12570
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Lucian","Mid",45,14,6,11,3,66,24,66,216984,4658,288505
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Lulu","Support",5,3,1,2,1,0,10,30,22372,72,10578
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Lulu","Top",5,2,2,1,1,1,5,10,17750,326,17270
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Malphite","Top",1,2,2,1,1,2,7,10,19919,436,21260
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Maokai","Support",8,5,3,5,0,7,11,50,42125,356,61782
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Miss Fortune","Bot",1,3,3,1,2,7,8,8,40561,942,41731
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Mordekaiser","Top",0,4,3,2,2,13,14,14,45012,925,52525
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Morgana","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Nasus","Top",0,1,1,0,1,3,6,2,12796,288,20422
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Nautilus","Support",12,25,7,14,11,15,89,216,192442,1243,115266
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Neeko","Support",0,2,1,2,0,6,5,17,19096,55,33724
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Neeko","Top",0,1,1,0,1,0,3,0,11462,312,4920
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Nidalee","Jungle",41,69,13,34,35,205,130,329,814576,15256,880729
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Nocturne","Mid",4,2,2,0,2,7,9,9,24281,522,21037
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Olaf","Jungle",62,67,14,30,37,212,174,320,735299,12644,689929
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Orianna","Mid",51,78,14,39,39,173,154,479,1046746,24083,1152483
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Ornn","Top",29,20,9,13,7,18,34,155,219251,4616,219249
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Pantheon","Top",51,2,2,2,0,8,8,14,27886,558,36186
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Pantheon","Jungle",51,18,8,8,10,53,63,98,184738,3048,184789
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Pantheon","Mid",51,2,1,0,2,1,10,6,22487,502,21501
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Pantheon","Support",51,1,1,0,1,3,5,7,8676,40,12956
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Pyke","Support",0,3,2,1,2,5,9,12,25226,142,12001
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Quinn","Top",9,5,5,3,2,18,19,18,72307,1541,111627
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Rakan","Support",23,31,10,13,18,18,86,226,239185,1016,167437
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Rek'Sai","Jungle",0,1,1,0,1,1,2,0,9119,168,3263
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Rell","Support",90,82,10,38,44,51,272,590,594467,3053,352470
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Renekton","Mid",121,3,2,2,1,13,7,22,43325,903,48112
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Renekton","Top",121,53,12,30,23,112,120,268,675392,14400,660086
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Rumble","Mid",3,1,1,1,0,3,2,7,13899,303,23047
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Rumble","Top",3,3,3,1,2,3,8,21,36303,756,62243
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Ryze","Mid",0,4,4,1,3,9,11,17,47469,1144,44518
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Samira","Bot",45,61,14,26,35,267,140,203,834524,17972,723488
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Senna","Support",25,2,2,0,2,4,8,14,18324,91,25661
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Senna","Bot",25,17,7,13,4,73,25,145,204192,1871,333383
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Seraphine","Mid",107,18,10,11,7,45,33,179,220919,4705,216276
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Seraphine","Jungle",107,1,1,0,1,0,4,0,6603,159,4082
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Seraphine","Support",107,10,4,5,5,6,26,98,80060,319,81529
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Sett","Mid",22,8,4,3,5,17,25,62,91392,1742,96306
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Sett","Support",22,17,5,5,12,20,63,77,128092,926,86215
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Sett","Top",22,4,4,1,3,6,20,16,39317,759,52192
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Shen","Support",1,3,2,1,2,6,9,23,24278,135,11882
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Shen","Top",1,1,1,0,1,1,5,1,7600,170,9487
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Sion","Mid",21,5,3,2,3,7,13,25,54492,1247,49693
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Sion","Top",21,46,10,25,21,62,107,309,496887,10458,619503
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Sivir","Bot",0,1,1,0,1,2,3,3,12391,276,13793
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Skarner","Jungle",5,4,3,1,3,2,17,22,34317,572,17080
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Sylas","Top",7,6,3,3,3,10,18,26,66126,1397,84805
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Sylas","Mid",7,2,2,1,1,7,5,7,22943,484,17393
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Syndra","Mid",49,83,13,43,40,196,181,382,1063121,24395,1313414
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Tahm Kench","Bot",4,1,1,0,1,2,4,6,12083,230,8804
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Tahm Kench","Support",4,11,6,7,4,10,21,90,98475,1537,66886
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Taliyah","Jungle",85,19,11,17,2,69,45,129,236149,4264,229621
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Thresh","Support",86,44,9,25,19,24,117,362,337981,1645,136360
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Tristana","Bot",29,35,9,17,18,126,69,130,477560,10794,474100
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Tristana","Mid",29,1,1,0,1,5,6,1,14918,311,19890
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Trundle","Jungle",0,1,1,0,1,4,7,4,10139,147,8260
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Twisted Fate","Mid",41,14,7,3,11,31,31,83,194550,4046,207696
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Udyr","Jungle",84,66,16,35,31,129,130,477,751960,13845,483046
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Varus","Bot",1,4,3,3,1,13,8,33,53414,1124,115171
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Vayne","Bot",0,8,4,4,4,31,19,25,108307,2313,90159
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Veigar","Mid",0,1,1,0,1,3,4,1,12491,280,16671
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Viktor","Mid",21,52,11,25,27,157,113,280,702210,15888,1107452
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Vladimir","Top",0,1,1,0,1,0,2,0,11252,316,6075
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Volibear","Top",6,10,3,5,5,15,28,42,126487,2632,125375
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Volibear","Jungle",6,1,1,1,0,2,0,11,8934,152,7835
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Wukong","Top",0,3,3,1,2,6,15,24,41185,797,38646
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Xayah","Bot",11,40,12,23,17,140,85,172,588110,13298,679799
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Yone","Mid",35,10,7,6,4,27,15,53,138976,3147,132866
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Yuumi","Support",0,2,2,0,2,0,9,8,10672,14,12070
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Zilean","Mid",0,3,2,2,1,5,3,29,35133,762,44673
"LCK 2021 Spring","LoL Champions Korea","Korea",2021,"Zoe","Mid",35,50,13,26,24,137,69,286,625161,13848,874724
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Aatrox","Top",5,2,1,1,1,2,6,8,25148,573,26710
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Akali","Top",3,1,1,1,0,5,2,5,12261,236,11754
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Alistar","Support",3,7,4,2,5,7,24,49,54628,263,39893
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Aphelios","Bot",0,2,2,0,2,0,6,1,29909,775,22409
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Azir","No Pick",3,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Braum","Support",2,3,3,2,1,3,5,21,24406,128,16100
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Camille","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Cho'Gath","Support",2,1,1,1,0,5,2,4,13260,280,13237
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Ezreal","Bot",1,8,5,3,5,26,19,24,113119,2609,194572
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Galio","Support",2,1,1,1,0,0,2,9,7385,37,7918
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Gangplank","Top",1,1,1,1,0,3,4,11,14824,273,26625
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Gnar","Top",12,6,4,4,2,23,13,29,87204,1758,96141
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Gragas","Top",3,6,3,1,5,5,19,34,71829,1526,88785
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Graves","Jungle",0,3,2,2,1,5,2,14,36471,783,35764
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Hecarim","Jungle",8,10,6,3,7,34,22,68,120530,2234,103583
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Heimerdinger","Support",0,1,1,1,0,3,0,4,13832,256,19952
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Irelia","Top",0,1,1,1,0,3,3,3,11598,241,8958
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Jayce","Top",0,3,2,0,3,6,9,7,40688,916,62411
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Jinx","Bot",7,5,4,3,2,23,7,22,77564,1760,108190
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Kai'Sa","Bot",2,4,2,3,1,13,9,23,57762,1333,65556
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Kalista","Bot",10,4,2,3,1,15,8,28,67768,1560,77770
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Leona","Support",1,4,2,3,1,2,10,36,31241,165,17550
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Lillia","Jungle",0,2,2,1,1,7,5,15,28432,571,40958
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Lucian","No Pick",6,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Lulu","Top",0,1,1,0,1,2,2,0,8533,160,7134
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Neeko","Support",0,1,1,0,1,1,3,2,7870,14,8250
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Nidalee","Jungle",1,5,4,3,2,17,9,34,73240,1368,111053
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Nocturne","No Pick",2,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Olaf","Jungle",1,4,4,1,3,8,10,11,40568,738,27780
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Orianna","Mid",4,6,4,2,4,13,15,25,71756,1710,72820
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Ornn","Top",0,3,1,1,2,1,6,8,33769,765,24467
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Rakan","Support",2,3,2,1,2,4,12,26,25941,88,15913
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Rell","Support",3,7,2,2,5,1,25,38,52142,259,38586
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Renekton","Mid",13,4,3,3,1,19,11,25,66674,1331,74140
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Rumble","Top",0,1,1,1,0,2,8,9,14664,260,29625
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Ryze","Mid",0,1,1,0,1,0,4,1,11259,307,9088
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Samira","Bot",1,1,1,0,1,2,3,1,12170,290,9723
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Sejuani","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Senna","Bot",11,4,2,3,1,7,4,24,39933,272,60515
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Seraphine","Mid",16,2,2,2,0,2,3,25,24555,480,28392
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Sett","Top",2,1,1,0,1,0,5,3,10830,238,14038
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Sett","Support",2,1,1,1,0,2,1,4,8340,43,3812
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Sion","Top",2,7,4,5,2,5,16,49,80279,1641,87054
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Sylas","Mid",12,3,2,1,2,16,10,11,43744,935,54096
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Syndra","Mid",1,4,2,3,1,11,7,14,50692,1174,58946
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Tahm Kench","Support",4,4,3,3,1,3,4,22,33193,372,16701
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Thresh","Support",13,3,3,1,2,1,2,10,23057,98,5918
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Tristana","Bot",6,4,3,0,4,19,9,11,57811,1326,78898
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Twisted Fate","Mid",2,1,1,1,0,5,1,3,12322,215,12268
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Udyr","Jungle",4,10,4,8,2,13,16,59,111435,2194,58247
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Urgot","Top",0,1,1,1,0,3,3,7,12168,248,17343
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Varus","Bot",3,2,1,1,1,4,5,15,29022,652,50353
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Viktor","Mid",0,8,3,4,4,25,15,31,112207,2623,177288
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Vladimir","Top",0,1,1,1,0,6,2,7,19620,385,36617
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Volibear","Top",0,1,1,0,1,4,5,9,16445,323,26226
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Volibear","Jungle",0,2,2,0,2,5,7,3,18878,364,13362
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Xayah","Bot",1,2,2,2,0,12,8,17,41656,871,61839
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Zilean","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Spring Playoffs","LoL Champions Korea","Korea",2021,"Zoe","Mid",2,7,5,2,5,24,20,46,96463,2062,147517
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Aatrox","Top",2,3,3,3,0,11,7,24,46757,917,66189
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Akali","Mid",91,30,10,19,11,144,56,112,399077,8388,478123
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Akali","Top",91,7,7,2,5,18,21,14,81102,1756,80596
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Alistar","Support",17,23,11,8,15,10,72,180,167242,803,88473
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Aphelios","Bot",32,55,11,27,28,168,101,225,812473,18560,835800
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Ashe","Bot",12,24,9,13,11,59,43,154,329064,7374,386728
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Azir","Mid",33,26,7,12,14,62,54,107,355263,8116,491329
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Bard","No Pick",6,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Braum","Support",32,49,12,24,25,26,125,392,372070,1804,232292
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Caitlyn","Bot",1,1,1,0,1,3,2,5,19432,462,30665
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Camille","Top",6,10,5,6,4,29,26,36,130718,2750,133930
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Cassiopeia","Mid",0,1,1,0,1,1,3,3,10972,288,8939
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Diana","Jungle",61,80,13,47,33,259,186,478,957821,17422,976233
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Dr. Mundo","Top",1,8,6,1,7,6,17,11,86203,2065,102454
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Draven","Bot",1,1,1,1,0,10,4,7,22607,409,30286
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Ekko","Jungle",0,1,1,1,0,3,1,9,13587,258,14821
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Ezreal","Bot",62,73,13,39,34,271,100,272,1055293,23928,1686236
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Galio","Support",2,12,6,4,8,9,42,104,90940,517,68209
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Galio","Mid",2,4,3,1,3,2,6,17,46194,1153,35389
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gangplank","Top",6,14,4,7,7,29,31,65,200980,4083,284780
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gnar","Top",76,69,11,36,33,144,166,329,930757,19757,1167880
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gragas","Support",14,24,9,12,12,20,62,158,177884,902,144700
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gragas","Jungle",14,3,3,0,3,6,13,18,38633,675,38933
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Graves","Jungle",0,2,2,0,2,4,6,3,24212,508,23426
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gwen","Top",51,48,11,22,26,137,133,184,622170,13351,766829
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Gwen","Jungle",51,21,10,5,16,54,58,84,241678,4452,256621
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Hecarim","Jungle",0,3,2,0,3,2,10,11,32938,623,20278
