"tournament","league","region","year","team","player","ingamerole","total_champions_played","total_matches","matches_won","matches_lost","total_games","games_won","games_lost","kills","deaths","assists","gold_summed","cs_summed","damage_summed"
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"DRX","Rascal","Top",3,1,0,1,3,0,3,8,15,16,39687,789,64158
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"Gen.G","Chovy","Mid",7,3,3,1,11,9,2,41,17,78,140870,2861,173746
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"Gen.G","Delight","Support",7,3,3,1,11,9,2,8,22,125,85844,420,55519
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"Gen.G","Doran","Top",7,3,3,1,11,9,2,34,20,64,136958,2804,155226
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"Gen.G","Peanut","Jungle",4,3,3,1,11,9,2,20,13,117,113871,1835,110811
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"Gen.G","Peyz","Bot",6,3,3,1,11,9,2,65,17,57,161539,3446,188033
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"Hanwha Life Esports","Grizzly","Jungle",6,3,1,2,9,3,6,11,36,61,90581,1502,82924
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"Hanwha Life Esports","Kingen","Top",4,3,1,2,9,3,6,18,21,48,108373,2341,131632
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"Hanwha Life Esports","Life","Support",6,3,1,2,9,3,6,7,28,72,67963,327,36340
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"Hanwha Life Esports","Viper","Bot",4,3,1,2,9,3,6,35,14,50,128980,2907,198184
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"Hanwha Life Esports","Zeka","Mid",4,3,1,2,9,3,6,36,23,43,123420,2727,165862
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"KT Rolster","Aiming","Bot",6,3,3,2,13,7,6,63,16,60,204591,4378,261488
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"KT Rolster","Bdd","Mid",7,3,3,2,13,7,6,47,26,72,163208,3439,225210
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"KT Rolster","Cuzz","Jungle",7,3,3,2,13,7,6,26,30,99,140374,2321,130055
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"KT Rolster","Kiin","Top",7,3,3,2,13,7,6,27,31,66,159145,3307,176217
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"KT Rolster","Lehends","Support",7,3,3,2,13,7,6,4,31,116,96273,505,47757
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"T1","Faker","Mid",8,5,4,5,22,11,11,48,60,110,268409,5820,409425
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"T1","Gumayusi","Bot",9,5,4,5,22,11,11,76,51,94,322696,7394,426008
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"T1","Keria","Support",8,5,4,5,22,11,11,12,60,184,164605,646,99353
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"T1","Oner","Jungle",7,5,4,5,22,11,11,34,63,145,224356,3559,220110
"LCK 2023 Summer Playoffs","LoL Champions Korea","Korea",2023,"T1","Zeus","Top",8,5,4,5,22,11,11,63,56,90,276605,5749,337895
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Dplus KIA","Aiming","Bot",12,18,12,12,42,21,21,164,73,194,663160,14330,914383
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Dplus KIA","Kellin","Support",14,18,12,12,42,21,21,28,95,351,370726,2313,273831
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Dplus KIA","Kingen","Top",12,18,12,12,42,21,21,108,93,170,581671,12476,755718
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Dplus KIA","Lucid","Jungle",9,18,12,12,42,21,21,64,98,299,453277,7645,319722
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Dplus KIA","ShowMaker","Mid",15,18,12,12,42,21,21,145,91,217,579792,12251,899521
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"DRX","Frog","Top",2,2,0,2,2,0,2,2,8,2,21000,477,25488
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"DRX","kyeahoo","Mid",6,8,4,6,18,6,12,31,40,92,222752,5054,315762
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"DRX","Pleata","Support",15,18,8,17,43,11,32,22,102,229,346310,2632,261065
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"DRX","Rascal","Top",12,18,8,17,41,11,30,67,111,119,500788,11240,567471
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"DRX","SeTab","Mid",10,11,4,11,25,5,20,49,70,67,320279,7319,432155
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"DRX","Sponge","Jungle",9,18,8,17,43,11,32,58,148,201,426708,7535,377609
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"DRX","Teddy","Bot",13,18,8,17,43,11,32,124,98,140,568920,12389,1010229
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"FearX","Clear","Top",12,18,10,15,43,16,27,106,105,184,561689,12041,682033
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"FearX","Clozer","Mid",13,18,10,15,43,16,27,102,108,217,584164,13781,793270
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"FearX","Execute","Support",13,18,10,15,43,16,27,23,152,334,347115,1817,251457
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"FearX","Hena","Bot",11,18,10,15,43,16,27,158,106,210,592913,12688,936664
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"FearX","Willer","Jungle",15,18,10,15,43,16,27,103,103,251,477151,8698,449587
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Gen.G","Canyon","Jungle",10,18,17,4,39,34,5,67,63,355,416134,6825,361118
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Gen.G","Chovy","Mid",16,18,17,4,39,34,5,177,63,225,576478,12140,880002
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Gen.G","Kiin","Top",14,18,17,4,39,34,5,121,68,201,494651,10050,631486
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Gen.G","Lehends","Support",11,18,17,4,39,34,5,29,71,382,338691,2271,218143
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Gen.G","Peyz","Bot",7,18,17,4,39,34,5,202,55,228,560587,11045,837118
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Delight","Support",13,18,15,8,41,30,11,27,67,431,348860,2270,214465
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Doran","Top",12,18,15,8,41,30,11,104,105,232,513961,10701,706393
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Peanut","Jungle",10,18,15,8,41,30,11,80,74,343,427291,7352,340180
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Viper","Bot",10,18,15,8,41,30,11,194,55,242,563105,11820,917994
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Zeka","Mid",8,18,15,8,41,30,11,185,66,230,570907,12139,802752
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"KT Rolster","Bdd","Mid",10,18,15,11,44,26,18,150,99,319,612114,13132,924188
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"KT Rolster","BeryL","Support",16,18,15,11,44,26,18,56,130,415,418687,3573,337673
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"KT Rolster","Deft","Bot",15,18,15,11,44,26,18,195,98,258,646861,12500,1051139
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"KT Rolster","PerfecT","Top",10,18,15,11,44,26,18,102,107,226,567047,11892,701950
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"KT Rolster","Pyosik","Jungle",13,18,15,11,44,26,18,118,111,312,501909,8518,459950
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Andil","Support",16,15,9,12,36,14,22,22,143,295,312916,2108,287362
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Bull","Bot",15,16,11,12,39,18,21,145,113,204,531968,10633,725517
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","BuLLDoG","Mid",11,18,11,14,43,18,25,132,101,225,594652,13097,1013132
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Cuzz","Jungle",12,18,11,14,43,18,25,88,141,284,482601,8764,431157
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","DuDu","Top",8,18,11,14,43,18,25,108,113,200,585549,12998,730121
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Quantum","Support",6,3,2,2,7,4,3,2,23,62,58869,291,67727
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Taeyoon","Bot",3,2,0,2,4,0,4,8,20,6,45642,1062,74659
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Nongshim RedForce","Calix","Mid",2,1,1,1,2,1,1,2,9,10,22320,522,33074
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Nongshim RedForce","Callme","Mid",9,17,9,14,35,12,23,78,117,169,458400,10305,728989
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Nongshim RedForce","DnDn","Top",10,18,10,16,44,14,30,68,121,133,556639,12526,637956
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Nongshim RedForce","FIESTA","Mid",4,5,1,5,7,1,6,23,21,32,92060,1914,143111
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Nongshim RedForce","Jiwoo","Bot",11,18,10,16,44,14,30,167,107,132,623680,13645,1028674
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Nongshim RedForce","Peter","Support",11,18,10,16,44,14,30,23,102,309,356252,2050,214593
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Nongshim RedForce","Sylvie","Jungle",12,18,10,16,44,14,30,68,132,241,445907,7717,382681
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","DDoiV","Jungle",4,2,0,2,4,0,4,4,15,17,36893,659,32673
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Effort","Support",10,7,1,7,14,1,13,3,46,68,107766,634,67789
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Envyy","Bot",12,15,5,15,35,8,27,118,102,111,465278,10518,771204
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","GIDEON","Jungle",12,16,5,16,37,8,29,49,108,214,368587,6672,326177
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Karis","Mid",10,18,5,18,40,8,32,78,115,170,497164,11557,688303
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Morgan","Top",9,18,5,18,41,8,33,85,118,149,493083,11180,666741
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Pollu","Support",12,12,4,12,27,7,20,15,79,191,207491,1037,154429
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Pullbae","Mid",1,1,0,1,1,0,1,1,6,12,10760,230,19827
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Samver","Bot",5,3,0,3,6,0,6,21,14,13,68655,1479,93702
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"T1","Faker","Mid",10,18,17,5,40,32,8,151,77,288,537092,11063,777308
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"T1","Gumayusi","Bot",13,18,17,5,40,32,8,170,76,260,554154,10092,800363
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"T1","Guwon","Jungle",2,1,1,0,2,2,0,9,4,22,23095,337,23207
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"T1","Keria","Support",18,18,17,5,40,32,8,70,74,373,373172,3270,414784
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"T1","Oner","Jungle",11,17,16,5,38,30,8,91,94,302,415387,7070,344487
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"T1","Zeus","Top",13,18,17,5,40,32,8,146,93,178,540701,11248,741578
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Dplus KIA","Aiming","Bot",5,3,2,3,13,5,8,55,20,58,208147,4467,335356
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Dplus KIA","Kellin","Support",8,3,2,3,13,5,8,8,36,106,108394,469,102828
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Dplus KIA","Kingen","Top",7,3,2,3,13,5,8,24,45,53,156357,3235,169590
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Dplus KIA","Lucid","Jungle",7,3,2,3,13,5,8,29,36,75,149650,2614,108184
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Dplus KIA","ShowMaker","Mid",7,3,2,3,13,5,8,43,29,63,185739,3971,266947
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Gen.G","Canyon","Jungle",9,3,3,3,14,9,5,26,34,120,165051,2856,141173
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Gen.G","Chovy","Mid",5,3,3,3,14,9,5,56,31,105,232589,5029,443314
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Gen.G","Kiin","Top",7,3,3,3,14,9,5,45,37,93,197710,3916,315189
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Gen.G","Lehends","Support",6,3,3,3,14,9,5,12,41,151,123320,608,115810
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Gen.G","Peyz","Bot",8,3,3,3,14,9,5,59,30,93,226049,4739,347576
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Delight","Support",8,4,4,2,14,8,6,16,44,172,128118,750,81229
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Doran","Top",6,4,4,2,14,8,6,37,40,102,185345,3636,287458
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Peanut","Jungle",6,4,4,2,14,8,6,43,41,133,169556,2844,156479
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Viper","Bot",5,4,4,2,14,8,6,74,34,106,224222,4714,381676
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Zeka","Mid",6,4,4,2,14,8,6,66,31,107,206935,4375,353379
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"KT Rolster","Bdd","Mid",4,1,1,1,5,2,3,17,14,22,67609,1505,113902
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"KT Rolster","BeryL","Support",4,1,1,1,5,2,3,10,16,29,41803,195,42591
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"KT Rolster","Deft","Bot",5,1,1,1,5,2,3,7,10,30,68358,1526,117090
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"KT Rolster","PerfecT","Top",4,1,1,1,5,2,3,14,16,23,66568,1324,97650
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"KT Rolster","Pyosik","Jungle",4,1,1,1,5,2,3,11,15,30,55148,937,45681
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Bull","Bot",2,1,0,1,3,0,3,2,12,10,30567,748,33383
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","BuLLDoG","Mid",2,1,0,1,3,0,3,4,14,14,32618,771,67071
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Cuzz","Jungle",2,1,0,1,3,0,3,6,9,14,28869,535,25859
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","DuDu","Top",2,1,0,1,3,0,3,11,12,6,35320,732,53708
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Quantum","Support",3,1,0,1,3,0,3,3,20,10,20267,109,21119
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"T1","Faker","Mid",5,4,3,3,15,8,7,60,35,78,237149,4987,378637
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"T1","Gumayusi","Bot",9,4,3,3,15,8,7,52,43,108,223235,4155,347997
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"T1","Keria","Support",13,4,3,3,15,8,7,11,44,144,148164,1493,143288
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"T1","Oner","Jungle",8,4,3,3,15,8,7,43,50,103,192125,3341,205507
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"T1","Zeus","Top",7,4,3,3,15,8,7,37,44,87,216719,4133,290701
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"BNK FearX","Clear","Top",10,18,9,14,41,17,24,101,119,195,482535,10204,678529
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"BNK FearX","Clozer","Mid",9,18,9,14,41,17,24,129,83,207,555427,12741,868461
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"BNK FearX","Duro","Support",7,13,8,9,30,15,15,14,86,243,223574,1318,116769
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"BNK FearX","Execute","Support",5,5,1,5,11,2,9,5,48,87,84442,386,50629
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"BNK FearX","Hena","Bot",11,18,9,14,41,17,24,135,83,216,528987,11279,738516
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"BNK FearX","Raptor","Jungle",11,18,9,14,41,17,24,104,108,257,438309,7846,577367
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Dplus KIA","Aiming","Bot",11,18,16,11,45,29,16,301,61,222,739124,15420,1238703
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Dplus KIA","Kellin","Support",11,14,12,9,35,21,14,20,106,341,275783,1005,200782
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Dplus KIA","Kingen","Top",13,18,16,11,45,29,16,107,95,271,577324,11846,821298
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Dplus KIA","Lucid","Jungle",11,18,16,11,45,29,16,110,93,392,513903,8874,528247
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Dplus KIA","Moham","Support",4,4,4,2,10,8,2,7,36,116,89674,367,50592
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Dplus KIA","ShowMaker","Mid",13,18,16,11,45,29,16,145,92,288,629470,13340,1020623
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"DRX","Frog","Top",7,9,5,6,19,8,11,24,48,95,200060,4390,223147
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"DRX","kyeahoo","Mid",9,14,5,12,31,8,23,72,70,122,386473,8739,616155
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"DRX","Paduck","Bot",1,1,0,1,2,0,2,2,3,4,21517,532,25104
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"DRX","Pleata","Support",9,18,6,16,40,10,30,16,116,254,287607,1750,200100
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"DRX","Rascal","Top",11,11,1,11,21,2,19,36,71,61,239159,5224,268635
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"DRX","SeTab","Mid",6,4,1,4,9,2,7,22,26,42,121210,2710,218284
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"DRX","Sponge","Jungle",16,18,6,16,40,10,30,64,133,199,407221,7706,461963
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"DRX","Teddy","Bot",13,17,6,15,38,10,28,128,85,138,495532,11333,772638
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Gen.G","Canyon","Jungle",10,18,18,2,38,35,3,104,66,334,438774,7899,628886
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Gen.G","Chovy","Mid",8,18,18,2,38,35,3,177,53,196,571268,12050,979488
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Gen.G","Kiin","Top",15,18,18,2,38,35,3,101,69,242,472016,9462,670409
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Gen.G","Lehends","Support",12,18,18,2,38,35,3,24,105,375,313694,2310,211157
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Gen.G","Peyz","Bot",11,18,18,2,38,35,3,194,46,241,526358,9912,907387
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Delight","Support",9,18,16,7,41,30,11,34,94,373,323388,1567,206654
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Doran","Top",12,18,16,7,41,30,11,108,103,232,495575,10105,687031
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Peanut","Jungle",12,18,16,7,41,30,11,83,72,320,452558,8363,490524
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Viper","Bot",12,18,16,7,41,30,11,187,61,198,578815,12761,993958
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Hanwha Life Esports","Zeka","Mid",11,18,16,7,41,30,11,153,62,199,567129,12250,845787
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"KT Rolster","Bdd","Mid",13,18,12,14,44,21,23,185,94,226,602128,13133,1038654
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"KT Rolster","BeryL","Support",15,18,12,14,44,21,23,46,138,372,362482,2319,305103
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"KT Rolster","Casting","Top",3,2,0,2,3,0,3,7,9,6,39346,803,57876
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"KT Rolster","Deft","Bot",16,18,12,14,44,21,23,155,96,263,586856,12389,995263
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"KT Rolster","PerfecT","Top",9,17,12,13,41,21,20,85,107,202,475337,10088,621363
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"KT Rolster","Pyosik","Jungle",9,18,12,14,44,21,23,90,97,355,471796,8318,462643
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Andil","Support",12,16,14,10,40,21,19,18,140,300,299676,1336,209665
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","BuLLDoG","Mid",9,18,14,12,44,21,23,120,106,177,591619,13393,890780
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Cuzz","Jungle",13,18,14,12,44,21,23,78,102,271,483420,9434,716656
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","DuDu","Top",10,18,14,12,44,21,23,110,90,157,550508,12041,633334
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Leaper","Bot",11,18,14,12,44,21,23,126,103,177,586960,13317,898791
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kwangdong Freecs","Quantum","Support",4,2,0,2,4,0,4,3,20,8,23259,119,14711
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nongshim RedForce","Calix","Mid",4,3,1,3,6,1,5,11,13,15,64629,1559,92311
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nongshim RedForce","Callme","Mid",1,1,0,1,1,0,1,4,5,1,14272,300,13792
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nongshim RedForce","DnDn","Top",5,5,2,5,11,3,8,18,32,38,117015,2645,136458
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nongshim RedForce","Fisher","Mid",8,16,7,12,33,12,21,112,95,137,453272,9954,735986
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nongshim RedForce","GuGer","Support",9,13,5,11,29,8,21,18,111,159,212314,1645,152550
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nongshim RedForce","Jiwoo","Bot",13,18,8,14,40,13,27,115,111,167,505667,10826,824715
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nongshim RedForce","Mihile","Top",7,14,6,10,29,10,19,55,88,116,352529,7699,451022
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nongshim RedForce","Sylvie","Jungle",12,18,8,14,40,13,27,70,115,225,412592,7532,475849
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nongshim RedForce","vital","Support",5,5,3,3,11,5,6,7,38,105,95968,471,76452
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","DDoiV","Jungle",4,2,2,2,6,3,3,8,13,34,60109,1086,75357
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Envyy","Bot",7,15,4,14,29,6,23,74,90,97,348547,8084,524746
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","FATE","Mid",5,9,2,8,19,4,15,44,43,80,240221,5370,380610
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Karis","Mid",5,9,3,9,17,3,14,43,46,67,215329,4897,309988
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Morgan","Top",13,18,6,17,41,8,33,84,127,148,477714,10462,635484
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Pollu","Support",8,18,6,17,41,8,33,27,182,259,291298,1199,183480
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Pullbae","Mid",4,4,1,4,5,1,4,14,18,25,63029,1374,113919
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","Samver","Bot",6,7,2,7,12,2,10,34,31,54,157690,3647,220970
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"OKSavingsBank BRION","YoungJae","Jungle",11,16,4,15,35,5,30,69,85,206,361265,6854,469825
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"T1","Faker","Mid",8,18,14,12,44,25,19,137,94,219,610364,13384,929191
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"T1","Gumayusi","Bot",13,18,14,12,44,25,19,159,80,227,618231,12913,895316
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"T1","Keria","Support",19,18,14,12,44,25,19,30,98,375,379051,2776,297431
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"T1","Oner","Jungle",13,18,14,12,44,25,19,116,85,291,513490,9377,592775
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"T1","Zeus","Top",15,18,14,12,44,25,19,125,116,208,555473,11411,749219
