OverviewPage,Team,N PlayerInTeam,Player,Role,Flag
LCK/2023 Season/Summer Season,Hanwha Life Esports,5,Viper (Park Do-hyeon),Bot,South Korea
LCK/2023 Season/Summer Season,Hanwha Life Esports,6,Life,Support,South Korea
LCK/2023 Season/Summer Season,Hanwha Life Esports,7,DanDy,Coach,South Korea
LCK/2023 Season/Summer Season,Hanwha Life Esports,8,Mowgli,Coach,South Korea
LCK/2023 Season/Summer Season,KT Rolster,1,Kiin,Top,South Korea
LCK/2023 Season/Summer Season,KT Rolster,2,PerfecT (Lee Seung-min),Top,South Korea
LCK/2023 Season/Summer Season,KT Rolster,3,Cuzz,Jungle,South Korea
LCK/2023 Season/Summer Season,KT Rolster,4,HamBak,Jungle,South Korea
LCK/2023 Season/Summer Season,KT Rolster,5,Bdd,Mid,South Korea
LCK/2023 Season/Summer Season,KT Rolster,6,Feisty,Mid,South Korea
LCK/2023 Season/Summer Season,KT Rolster,7,Aiming,Bot,South Korea
LCK/2023 Season/Summer Season,KT Rolster,8,Hype (Byeon Jeong-hyeon),Bot,South Korea
LCK/2023 Season/Summer Season,KT Rolster,9,Lehends,Support,South Korea
LCK/2023 Season/Summer Season,KT Rolster,10,Way (Han Gil),Support,South Korea
LCK/2023 Season/Summer Season,KT Rolster,11,supreme,Coach,South Korea
LCK/2023 Season/Summer Season,KT Rolster,12,RapidStar,Coach,South Korea
LCK/2023 Season/Summer Season,KT Rolster,13,Lilac (Jeon Ho-jin),Coach,South Korea
LCK/2023 Season/Summer Season,Kwangdong Freecs,1,DuDu (Lee Dong-ju),Top,South Korea
LCK/2023 Season/Summer Season,Kwangdong Freecs,2,YoungJae,Jungle,South Korea
LCK/2023 Season/Summer Season,Kwangdong Freecs,3,BuLLDoG (Lee Tae-young),Mid,South Korea
LCK/2023 Season/Summer Season,Kwangdong Freecs,4,Taeyoon,Bot,South Korea
LCK/2023 Season/Summer Season,Kwangdong Freecs,5,Jun (Yoon Se-jun),Support,South Korea
LCK/2023 Season/Summer Season,Kwangdong Freecs,6,Andil,Support,South Korea
LCK/2023 Season/Summer Season,Kwangdong Freecs,7,cvMax,Coach,South Korea
LCK/2023 Season/Summer Season,Kwangdong Freecs,8,Alvingo,Coach,South Korea
LCK/2023 Season/Summer Season,Liiv SANDBOX,1,Burdol,Top,South Korea
LCK/2023 Season/Summer Season,Liiv SANDBOX,2,Clear (Song Hyeon-min),Top,South Korea
LCK/2023 Season/Summer Season,Liiv SANDBOX,3,Willer,Jungle,South Korea
LCK/2023 Season/Summer Season,Liiv SANDBOX,4,Clozer,Mid,South Korea
LCK/2023 Season/Summer Season,Liiv SANDBOX,5,Teddy,Bot,South Korea
LCK/2023 Season/Summer Season,Liiv SANDBOX,6,Kael (Kim Jin-hong),Support,South Korea
LCK/2023 Season/Summer Season,Liiv SANDBOX,7,Ryu,Coach,South Korea
LCK/2023 Season/Summer Season,Liiv SANDBOX,8,Lyn,Coach,South Korea
LCK/2023 Season/Summer Season,Nongshim RedForce,1,DnDn,Top,South Korea
LCK/2023 Season/Summer Season,Nongshim RedForce,2,Sylvie,Jungle,South Korea
LCK/2023 Season/Summer Season,Nongshim RedForce,3,Quad,Mid,South Korea
LCK/2023 Season/Summer Season,Nongshim RedForce,4,FIESTA (An Hyeon-seo),Mid,South Korea
LCK/2023 Season/Summer Season,Nongshim RedForce,5,vital,Bot,South Korea
LCK/2023 Season/Summer Season,Nongshim RedForce,6,Jiwoo,Bot,South Korea
LCK/2023 Season/Summer Season,Nongshim RedForce,7,Peter (Jeong Yoon-su),Support,South Korea
LCK/2023 Season/Summer Season,Nongshim RedForce,8,Irean,Coach,South Korea
LCK/2023 Season/Summer Season,Nongshim RedForce,9,Coco,Coach,South Korea
LCK/2023 Season/Summer Season,OKSavingsBank BRION,1,Morgan,Top,South Korea
LCK/2023 Season/Summer Season,OKSavingsBank BRION,2,UmTi,Jungle,South Korea
LCK/2023 Season/Summer Season,OKSavingsBank BRION,3,Karis,Mid,South Korea
LCK/2023 Season/Summer Season,OKSavingsBank BRION,4,Ivory,Mid,South Korea
LCK/2023 Season/Summer Season,OKSavingsBank BRION,5,Hena,Bot,South Korea
LCK/2023 Season/Summer Season,OKSavingsBank BRION,6,Effort,Support,South Korea
LCK/2023 Season/Summer Season,OKSavingsBank BRION,7,Edgar,Coach,South Korea
LCK/2023 Season/Summer Season,OKSavingsBank BRION,8,Drinker,Coach,South Korea
LCK/2023 Season/Summer Season,T1,1,Zeus,Top,South Korea
LCK/2023 Season/Summer Season,T1,2,Oner,Jungle,South Korea
LCK/2023 Season/Summer Season,T1,3,Faker,Mid,South Korea
LCK/2023 Season/Summer Season,T1,4,Poby,Mid,South Korea
LCK/2023 Season/Summer Season,T1,5,Gumayusi,Bot,South Korea
LCK/2023 Season/Summer Season,T1,6,Keria,Support,South Korea
LCK/2023 Season/Summer Season,T1,7,Tom (Im Jae-hyeon),Coach,South Korea
LCK/2023 Season/Summer Season,T1,8,Roach,Coach,South Korea
LCK/2024 Season/Spring Playoffs,Dplus KIA,1,Kingen,Top,South Korea
LCK/2024 Season/Spring Playoffs,Dplus KIA,2,Lucid (Choi Yong-hyeok),Jungle,South Korea
LCK/2024 Season/Spring Playoffs,Dplus KIA,3,ShowMaker,Mid,South Korea
LCK/2024 Season/Spring Playoffs,Dplus KIA,4,Aiming,Bot,South Korea
LCK/2024 Season/Spring Playoffs,Dplus KIA,5,Kellin,Support,South Korea
LCK/2024 Season/Spring Playoffs,Dplus KIA,6,Zefa,Coach,South Korea
LCK/2024 Season/Spring Playoffs,Dplus KIA,7,Bubbling,Coach,South Korea
LCK/2024 Season/Spring Playoffs,Dplus KIA,8,Ssong,Coach,South Korea
LCK/2024 Season/Spring Playoffs,Gen.G,1,Kiin,Top,South Korea
LCK/2024 Season/Spring Playoffs,Gen.G,2,Canyon,Jungle,South Korea
LCK/2024 Season/Spring Playoffs,Gen.G,3,Chovy,Mid,South Korea
LCK/2024 Season/Spring Playoffs,Gen.G,4,Peyz,Bot,South Korea
LCK/2024 Season/Spring Playoffs,Gen.G,5,Lehends,Support,South Korea
LCK/2024 Season/Spring Playoffs,Gen.G,6,KIM (Kim Jeong-soo),Coach,South Korea
LCK/2024 Season/Spring Playoffs,Gen.G,7,Helper (Kwon Yeong-jae),Coach,South Korea
LCK/2024 Season/Spring Playoffs,Hanwha Life Esports,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2024 Season/Spring Playoffs,Hanwha Life Esports,2,Peanut,Jungle,South Korea
LCK/2024 Season/Spring Playoffs,Hanwha Life Esports,3,Zeka (Kim Geon-woo),Mid,South Korea
LCK/2024 Season/Spring Playoffs,Hanwha Life Esports,4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2024 Season/Spring Playoffs,Hanwha Life Esports,5,Delight,Support,South Korea
LCK/2024 Season/Spring Playoffs,Hanwha Life Esports,6,DanDy,Coach,South Korea
LCK/2024 Season/Spring Playoffs,Hanwha Life Esports,7,Mowgli,Coach,South Korea
LCK/2024 Season/Spring Playoffs,Hanwha Life Esports,8,Bibra,Coach,South Korea
LCK/2024 Season/Spring Playoffs,KT Rolster,1,PerfecT (Lee Seung-min),Top,South Korea
LCK/2024 Season/Spring Playoffs,KT Rolster,2,Pyosik,Jungle,South Korea
LCK/2024 Season/Spring Playoffs,KT Rolster,3,Bdd,Mid,South Korea
LCK/2024 Season/Spring Playoffs,KT Rolster,4,Deft,Bot,South Korea
LCK/2024 Season/Spring Playoffs,KT Rolster,5,BeryL,Support,South Korea
LCK/2024 Season/Spring Playoffs,KT Rolster,6,Hirai,Coach,South Korea
LCK/2024 Season/Spring Playoffs,KT Rolster,7,supreme,Coach,South Korea
LCK/2024 Season/Spring Playoffs,KT Rolster,8,Museong,Coach,South Korea
LCK/2024 Season/Spring Playoffs,KT Rolster,9,Comet,Coach,South Korea
LCK/2024 Season/Spring Playoffs,Kwangdong Freecs,1,DuDu (Lee Dong-ju),Top,South Korea
LCK/2024 Season/Spring Playoffs,Kwangdong Freecs,2,Cuzz,Jungle,South Korea
LCK/2024 Season/Spring Playoffs,Kwangdong Freecs,3,BuLLDoG (Lee Tae-young),Mid,South Korea
LCK/2024 Season/Spring Playoffs,Kwangdong Freecs,4,Bull,Bot,South Korea
LCK/2024 Season/Spring Playoffs,Kwangdong Freecs,5,Quantum (Son Jeong-hwan),Support,South Korea
LCK/2024 Season/Spring Playoffs,Kwangdong Freecs,6,CvMax,Coach,South Korea
LCK/2024 Season/Spring Playoffs,Kwangdong Freecs,7,Millimas,Coach,South Korea
LCK/2024 Season/Spring Playoffs,Kwangdong Freecs,8,FanTaSy (Jeong Myeong-hoon),Coach,South Korea
LCK/2024 Season/Spring Playoffs,T1,1,Zeus,Top,South Korea
LCK/2024 Season/Spring Playoffs,T1,2,Oner,Jungle,South Korea
LCK/2024 Season/Spring Playoffs,T1,3,Faker,Mid,South Korea
LCK/2024 Season/Spring Playoffs,T1,4,Gumayusi,Bot,South Korea
LCK/2024 Season/Spring Playoffs,T1,5,Keria,Support,South Korea
LCK/2024 Season/Spring Playoffs,T1,6,KkOma,Coach,South Korea
LCK/2024 Season/Spring Playoffs,T1,7,Tom (Im Jae-hyeon),Coach,South Korea
LCK/2024 Season/Spring Season,Dplus KIA,1,Kingen,Top,South Korea
LCK/2024 Season/Spring Season,Dplus KIA,2,Lucid (Choi Yong-hyeok),Jungle,South Korea
LCK/2024 Season/Spring Season,Dplus KIA,3,ShowMaker,Mid,South Korea
LCK/2024 Season/Spring Season,Dplus KIA,4,Aiming,Bot,South Korea
LCK/2024 Season/Spring Season,Dplus KIA,5,Kellin,Support,South Korea
LCK/2024 Season/Spring Season,Dplus KIA,6,Zefa,Coach,South Korea
LCK/2024 Season/Spring Season,Dplus KIA,7,Bubbling,Coach,South Korea
LCK/2024 Season/Spring Season,Dplus KIA,8,Ssong,Coach,South Korea
LCK/2024 Season/Spring Season,DRX,1,Rascal,Top,South Korea
LCK/2024 Season/Spring Season,DRX,2,Frog (Lee Min-hoi),Top,South Korea
LCK/2024 Season/Spring Season,DRX,3,Sponge,Jungle,South Korea
LCK/2024 Season/Spring Season,DRX,4,SeTab,Mid,South Korea
LCK/2024 Season/Spring Season,DRX,5,kyeahoo,Mid,South Korea
LCK/2024 Season/Spring Season,DRX,6,Teddy,Bot,South Korea
LCK/2024 Season/Spring Season,DRX,7,Pleata,Support,South Korea
LCK/2024 Season/Spring Season,DRX,8,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2024 Season/Spring Season,DRX,9,Crush,Coach,South Korea
LCK/2024 Season/Spring Season,FearX,1,Clear (Song Hyeon-min),Top,South Korea
LCK/2024 Season/Spring Season,FearX,2,Willer,Jungle,South Korea
LCK/2024 Season/Spring Season,FearX,3,Clozer,Mid,South Korea
LCK/2024 Season/Spring Season,FearX,4,Hena,Bot,South Korea
LCK/2024 Season/Spring Season,FearX,5,Execute,Support,South Korea
LCK/2024 Season/Spring Season,FearX,6,Ryu,Coach,South Korea
LCK/2024 Season/Spring Season,FearX,7,DooTi,Coach,South Korea
LCK/2024 Season/Spring Season,Gen.G,1,Kiin,Top,South Korea
LCK/2024 Season/Spring Season,Gen.G,2,Canyon,Jungle,South Korea
LCK/2024 Season/Spring Season,Gen.G,3,Chovy,Mid,South Korea
LCK/2024 Season/Spring Season,Gen.G,4,Peyz,Bot,South Korea
LCK/2024 Season/Spring Season,Gen.G,5,Lehends,Support,South Korea
LCK/2024 Season/Spring Season,Gen.G,6,KIM (Kim Jeong-soo),Coach,South Korea
LCK/2024 Season/Spring Season,Gen.G,7,Helper (Kwon Yeong-jae),Coach,South Korea
LCK/2024 Season/Spring Season,Gen.G,8,Mata,Coach,South Korea
LCK/2024 Season/Spring Season,Hanwha Life Esports,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2024 Season/Spring Season,Hanwha Life Esports,2,Peanut,Jungle,South Korea
LCK/2024 Season/Spring Season,Hanwha Life Esports,3,Zeka (Kim Geon-woo),Mid,South Korea
LCK/2024 Season/Spring Season,Hanwha Life Esports,4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2024 Season/Spring Season,Hanwha Life Esports,5,Delight,Support,South Korea
LCK/2024 Season/Spring Season,Hanwha Life Esports,6,DanDy,Coach,South Korea
LCK/2024 Season/Spring Season,Hanwha Life Esports,7,Mowgli,Coach,South Korea
LCK/2024 Season/Spring Season,Hanwha Life Esports,8,Bibra,Coach,South Korea
LCK/2024 Season/Spring Season,KT Rolster,1,PerfecT (Lee Seung-min),Top,South Korea
LCK/2024 Season/Spring Season,KT Rolster,2,Pyosik,Jungle,South Korea
LCK/2024 Season/Spring Season,KT Rolster,3,Bdd,Mid,South Korea
LCK/2024 Season/Spring Season,KT Rolster,4,Deft,Bot,South Korea
LCK/2024 Season/Spring Season,KT Rolster,5,BeryL,Support,South Korea
LCK/2024 Season/Spring Season,KT Rolster,6,Hirai,Coach,South Korea
LCK/2024 Season/Spring Season,KT Rolster,7,supreme,Coach,South Korea
LCK/2024 Season/Spring Season,KT Rolster,8,Museong,Coach,South Korea
LCK/2024 Season/Spring Season,KT Rolster,9,Comet,Coach,South Korea
LCK/2024 Season/Spring Season,Kwangdong Freecs,1,DuDu (Lee Dong-ju),Top,South Korea
LCK/2024 Season/Spring Season,Kwangdong Freecs,2,Cuzz,Jungle,South Korea
LCK/2024 Season/Spring Season,Kwangdong Freecs,3,BuLLDoG (Lee Tae-young),Mid,South Korea
LCK/2024 Season/Spring Season,Kwangdong Freecs,4,Taeyoon,Bot,South Korea
LCK/2024 Season/Spring Season,Kwangdong Freecs,5,Bull,Bot,South Korea
LCK/2024 Season/Spring Season,Kwangdong Freecs,6,Andil,Support,South Korea
LCK/2024 Season/Spring Season,Kwangdong Freecs,7,Quantum (Son Jeong-hwan),Support,South Korea
LCK/2024 Season/Spring Season,Kwangdong Freecs,8,CvMax,Coach,South Korea
LCK/2024 Season/Spring Season,Kwangdong Freecs,9,Millimas,Coach,South Korea
LCK/2024 Season/Spring Season,Kwangdong Freecs,10,FanTaSy (Jeong Myeong-hoon),Coach,South Korea
LCK/2024 Season/Spring Season,Nongshim RedForce,1,DnDn,Top,South Korea
LCK/2024 Season/Spring Season,Nongshim RedForce,2,Sylvie,Jungle,South Korea
LCK/2024 Season/Spring Season,Nongshim RedForce,3,FIESTA (An Hyeon-seo),Mid,South Korea
LCK/2024 Season/Spring Season,Nongshim RedForce,4,Callme,Mid,South Korea
LCK/2024 Season/Spring Season,Nongshim RedForce,5,Calix (Syun Hyun-bin),Mid,South Korea
LCK/2024 Season/Spring Season,Nongshim RedForce,6,Jiwoo,Bot,South Korea
LCK/2024 Season/Spring Season,Nongshim RedForce,7,Peter (Jeong Yoon-su),Support,South Korea
LCK/2024 Season/Spring Season,Nongshim RedForce,8,irean,Coach,South Korea
LCK/2024 Season/Spring Season,Nongshim RedForce,9,Coco,Coach,South Korea
LCK/2024 Season/Spring Season,Nongshim RedForce,10,Chelly (Park Seung-jin),Coach,South Korea
LCK/2024 Season/Spring Season,Nongshim RedForce,11,Noblesse,Coach,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,1,Morgan,Top,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,2,GIDEON,Jungle,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,3,DDoiV,Jungle,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,4,Karis,Mid,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,5,Pullbae,Mid,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,6,Envyy,Bot,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,7,Samver,Bot,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,8,Effort,Support,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,9,Pollu,Support,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,10,Edgar,Coach,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,11,Drinker,Coach,South Korea
LCK/2024 Season/Spring Season,OKSavingsBank BRION,12,Sw0rd,Coach,South Korea
LCK/2024 Season/Spring Season,T1,1,Zeus,Top,South Korea
LCK/2024 Season/Spring Season,T1,2,Oner,Jungle,South Korea
LCK/2024 Season/Spring Season,T1,3,Guwon,Jungle,South Korea
LCK/2024 Season/Spring Season,T1,4,Faker,Mid,South Korea
LCK/2024 Season/Spring Season,T1,5,Gumayusi,Bot,South Korea
LCK/2024 Season/Spring Season,T1,6,Keria,Support,South Korea
LCK/2024 Season/Spring Season,T1,7,KkOma,Coach,South Korea
LCK/2024 Season/Spring Season,T1,8,Roach,Coach,South Korea
LCK/2024 Season/Spring Season,T1,9,Tom (Im Jae-hyeon),Coach,South Korea
LCK/2024 Season/Summer Playoffs,BNK FearX,1,Clear (Song Hyeon-min),Top,South Korea
LCK/2024 Season/Summer Playoffs,BNK FearX,2,Raptor (Jeon Eo-jin),Jungle,South Korea
LCK/2024 Season/Summer Playoffs,BNK FearX,3,Clozer,Mid,South Korea
LCK/2024 Season/Summer Playoffs,BNK FearX,4,Hena,Bot,South Korea
LCK/2024 Season/Summer Playoffs,BNK FearX,5,Duro,Support,South Korea
LCK/2024 Season/Summer Playoffs,BNK FearX,6,Ryu,Coach,South Korea
LCK/2024 Season/Summer Playoffs,BNK FearX,7,DooTi,Coach,South Korea
LCK/2024 Season/Summer Playoffs,Dplus KIA,1,Kingen,Top,South Korea
LCK/2024 Season/Summer Playoffs,Dplus KIA,2,Lucid (Choi Yong-hyeok),Jungle,South Korea
LCK/2024 Season/Summer Playoffs,Dplus KIA,3,ShowMaker,Mid,South Korea
LCK/2024 Season/Summer Playoffs,Dplus KIA,4,Aiming,Bot,South Korea
LCK/2024 Season/Summer Playoffs,Dplus KIA,5,Moham,Support,South Korea
LCK/2024 Season/Summer Playoffs,Dplus KIA,6,Zefa,Coach,South Korea
LCK/2024 Season/Summer Playoffs,Dplus KIA,7,Bubbling,Coach,South Korea
LCK/2024 Season/Summer Playoffs,Dplus KIA,8,Ssong,Coach,South Korea
LCK/2024 Season/Summer Playoffs,Gen.G,1,Kiin,Top,South Korea
LCK/2024 Season/Summer Playoffs,Gen.G,2,Canyon,Jungle,South Korea
LCK/2024 Season/Summer Playoffs,Gen.G,3,Chovy,Mid,South Korea
LCK/2024 Season/Summer Playoffs,Gen.G,4,Peyz,Bot,South Korea
LCK/2024 Season/Summer Playoffs,Gen.G,5,Lehends,Support,South Korea
LCK/2024 Season/Summer Playoffs,Gen.G,6,KIM (Kim Jeong-soo),Coach,South Korea
LCK/2024 Season/Summer Playoffs,Gen.G,7,Helper (Kwon Yeong-jae),Coach,South Korea
LCK/2024 Season/Summer Playoffs,Hanwha Life Esports,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2024 Season/Summer Playoffs,Hanwha Life Esports,2,Peanut,Jungle,South Korea
LCK/2024 Season/Summer Playoffs,Hanwha Life Esports,3,Zeka (Kim Geon-woo),Mid,South Korea
LCK/2024 Season/Summer Playoffs,Hanwha Life Esports,4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2024 Season/Summer Playoffs,Hanwha Life Esports,5,Delight,Support,South Korea
LCK/2024 Season/Summer Playoffs,Hanwha Life Esports,6,DanDy,Coach,South Korea
LCK/2024 Season/Summer Playoffs,Hanwha Life Esports,7,Mowgli,Coach,South Korea
LCK/2024 Season/Summer Playoffs,Hanwha Life Esports,8,Bibra,Coach,South Korea
LCK/2024 Season/Summer Playoffs,KT Rolster,1,PerfecT (Lee Seung-min),Top,South Korea
LCK/2024 Season/Summer Playoffs,KT Rolster,2,Pyosik,Jungle,South Korea
LCK/2024 Season/Summer Playoffs,KT Rolster,3,Bdd,Mid,South Korea
LCK/2024 Season/Summer Playoffs,KT Rolster,4,Deft,Bot,South Korea
LCK/2024 Season/Summer Playoffs,KT Rolster,5,BeryL,Support,South Korea
LCK/2024 Season/Summer Playoffs,KT Rolster,6,Hirai,Coach,South Korea
LCK/2024 Season/Summer Playoffs,KT Rolster,7,supreme,Coach,South Korea
LCK/2024 Season/Summer Playoffs,KT Rolster,8,Museong,Coach,South Korea
LCK/2024 Season/Summer Playoffs,KT Rolster,9,Comet,Coach,South Korea
LCK/2024 Season/Summer Playoffs,T1,1,Zeus,Top,South Korea
LCK/2024 Season/Summer Playoffs,T1,2,Oner,Jungle,South Korea
LCK/2024 Season/Summer Playoffs,T1,3,Faker,Mid,South Korea
LCK/2024 Season/Summer Playoffs,T1,4,Gumayusi,Bot,South Korea
LCK/2024 Season/Summer Playoffs,T1,5,Keria,Support,South Korea
LCK/2024 Season/Summer Playoffs,T1,6,kkOma,Coach,South Korea
LCK/2024 Season/Summer Playoffs,T1,7,Roach,Coach,South Korea
LCK/2024 Season/Summer Playoffs,T1,8,Tom (Im Jae-hyeon),Coach,South Korea
LCK/2024 Season/Summer Season,BNK FearX,1,Clear (Song Hyeon-min),Top,South Korea
LCK/2024 Season/Summer Season,BNK FearX,2,Raptor (Jeon Eo-jin),Jungle,South Korea
LCK/2024 Season/Summer Season,BNK FearX,3,Clozer,Mid,South Korea
LCK/2024 Season/Summer Season,BNK FearX,4,Hena,Bot,South Korea
LCK/2024 Season/Summer Season,BNK FearX,5,Execute,Support,South Korea
LCK/2024 Season/Summer Season,BNK FearX,6,Duro,Support,South Korea
LCK/2024 Season/Summer Season,BNK FearX,7,Ryu,Coach,South Korea
LCK/2024 Season/Summer Season,BNK FearX,8,DooTi,Coach,South Korea
LCK/2024 Season/Summer Season,Dplus KIA,1,Kingen,Top,South Korea
LCK/2024 Season/Summer Season,Dplus KIA,2,Lucid (Choi Yong-hyeok),Jungle,South Korea
LCK/2024 Season/Summer Season,Dplus KIA,3,ShowMaker,Mid,South Korea
LCK/2024 Season/Summer Season,Dplus KIA,4,Aiming,Bot,South Korea
LCK/2024 Season/Summer Season,Dplus KIA,5,Kellin,Support,South Korea
LCK/2024 Season/Summer Season,Dplus KIA,6,Moham,Support,South Korea
LCK/2024 Season/Summer Season,Dplus KIA,7,Zefa,Coach,South Korea
LCK/2024 Season/Summer Season,Dplus KIA,8,Bubbling,Coach,South Korea
LCK/2024 Season/Summer Season,Dplus KIA,9,Ssong,Coach,South Korea
LCK/2024 Season/Summer Season,DRX,1,Rascal,Top,South Korea
LCK/2024 Season/Summer Season,DRX,2,Frog (Lee Min-hoi),Top,South Korea
LCK/2024 Season/Summer Season,DRX,3,Sponge,Jungle,South Korea
LCK/2024 Season/Summer Season,DRX,4,kyeahoo,Mid,South Korea
LCK/2024 Season/Summer Season,DRX,5,SeTab,Mid,South Korea
LCK/2024 Season/Summer Season,DRX,6,Teddy,Bot,South Korea
LCK/2024 Season/Summer Season,DRX,7,Paduck,Bot,South Korea
LCK/2024 Season/Summer Season,DRX,8,Pleata,Support,South Korea
LCK/2024 Season/Summer Season,DRX,9,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2024 Season/Summer Season,DRX,10,Crush,Coach,South Korea
LCK/2024 Season/Summer Season,DRX,11,Raise,Coach,South Korea
LCK/2024 Season/Summer Season,Gen.G,1,Kiin,Top,South Korea
LCK/2024 Season/Summer Season,Gen.G,2,Canyon,Jungle,South Korea
LCK/2024 Season/Summer Season,Gen.G,3,Chovy,Mid,South Korea
LCK/2024 Season/Summer Season,Gen.G,4,Peyz,Bot,South Korea
LCK/2024 Season/Summer Season,Gen.G,5,Lehends,Support,South Korea
LCK/2024 Season/Summer Season,Gen.G,6,KIM (Kim Jeong-soo),Coach,South Korea
LCK/2024 Season/Summer Season,Gen.G,7,Helper (Kwon Yeong-jae),Coach,South Korea
LCK/2024 Season/Summer Season,Hanwha Life Esports,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2024 Season/Summer Season,Hanwha Life Esports,2,Peanut,Jungle,South Korea
LCK/2024 Season/Summer Season,Hanwha Life Esports,3,Zeka (Kim Geon-woo),Mid,South Korea
LCK/2024 Season/Summer Season,Hanwha Life Esports,4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2024 Season/Summer Season,Hanwha Life Esports,5,Delight,Support,South Korea
LCK/2024 Season/Summer Season,Hanwha Life Esports,6,DanDy,Coach,South Korea
LCK/2024 Season/Summer Season,Hanwha Life Esports,7,Mowgli,Coach,South Korea
LCK/2024 Season/Summer Season,Hanwha Life Esports,8,Bibra,Coach,South Korea
LCK/2024 Season/Summer Season,KT Rolster,1,Casting,Top,South Korea
LCK/2024 Season/Summer Season,KT Rolster,2,PerfecT (Lee Seung-min),Top,South Korea
LCK/2024 Season/Summer Season,KT Rolster,3,Pyosik,Jungle,South Korea
LCK/2024 Season/Summer Season,KT Rolster,4,Bdd,Mid,South Korea
LCK/2024 Season/Summer Season,KT Rolster,5,Deft,Bot,South Korea
LCK/2024 Season/Summer Season,KT Rolster,6,BeryL,Support,South Korea
LCK/2024 Season/Summer Season,KT Rolster,7,Hirai,Coach,South Korea
LCK/2024 Season/Summer Season,KT Rolster,8,supreme,Coach,South Korea
LCK/2024 Season/Summer Season,KT Rolster,9,Museong,Coach,South Korea
