OverviewPage,Team,N PlayerInTeam,Player,Role,Flag
LCK/2018 Season/Spring Promotion,Kongdoo Monster,4,SSol,Bot,South Korea
LCK/2018 Season/Spring Promotion,Kongdoo Monster,5,Secret (Park Ki-sun),Support,South Korea
LCK/2018 Season/Spring Promotion,Kongdoo Monster,6,MC (Jang Min-chul),Coach,South Korea
LCK/2018 Season/Spring Promotion,Kongdoo Monster,7,Zefa,Coach,South Korea
LCK/2018 Season/Spring Season,Afreeca Freecs,1,Kiin,Top,South Korea
LCK/2018 Season/Spring Season,Afreeca Freecs,2,Spirit,Jungle,South Korea
LCK/2018 Season/Spring Season,Afreeca Freecs,3,Mowgli,Jungle,South Korea
LCK/2018 Season/Spring Season,Afreeca Freecs,4,Kuro,Mid,South Korea
LCK/2018 Season/Spring Season,Afreeca Freecs,5,Kramer,Bot,South Korea
LCK/2018 Season/Spring Season,Afreeca Freecs,6,Aiming,Bot,South Korea
LCK/2018 Season/Spring Season,Afreeca Freecs,7,TusiN,Support,South Korea
LCK/2018 Season/Spring Season,Afreeca Freecs,8,Ccomet,Coach,South Korea
LCK/2018 Season/Spring Season,Afreeca Freecs,9,Zefa,Coach,South Korea
LCK/2018 Season/Spring Season,bbq Olivers,1,Crazy (Kim Jae-hee),Top,South Korea
LCK/2018 Season/Spring Season,bbq Olivers,2,Trick,Jungle,South Korea
LCK/2018 Season/Spring Season,bbq Olivers,3,Bono (Kim Gi-beom),Jungle,South Korea
LCK/2018 Season/Spring Season,bbq Olivers,4,Tempt,Mid,South Korea
LCK/2018 Season/Spring Season,bbq Olivers,5,Ghost (Jang Yong-jun),Bot,South Korea
LCK/2018 Season/Spring Season,bbq Olivers,6,IgNar,Support,South Korea
LCK/2018 Season/Spring Season,bbq Olivers,7,Xero,Coach,South Korea
LCK/2018 Season/Spring Season,bbq Olivers,8,Ares (Kim Min-kwon),Coach,South Korea
LCK/2018 Season/Spring Season,Jin Air Green Wings,1,SoHwan,Top,South Korea
LCK/2018 Season/Spring Season,Jin Air Green Wings,2,UmTi,Jungle,South Korea
LCK/2018 Season/Spring Season,Jin Air Green Wings,3,Grace,Mid,South Korea
LCK/2018 Season/Spring Season,Jin Air Green Wings,4,Justice,Mid,South Korea
LCK/2018 Season/Spring Season,Jin Air Green Wings,5,Teddy,Bot,South Korea
LCK/2018 Season/Spring Season,Jin Air Green Wings,6,Wraith,Support,South Korea
LCK/2018 Season/Spring Season,Jin Air Green Wings,7,H-Dragon,Coach,South Korea
LCK/2018 Season/Spring Season,Jin Air Green Wings,8,Fly (Kim Sang-cheol),Coach,South Korea
LCK/2018 Season/Spring Season,Kingzone DragonX,1,Rascal,Top,South Korea
LCK/2018 Season/Spring Season,Kingzone DragonX,2,Khan,Top,South Korea
LCK/2018 Season/Spring Season,Kingzone DragonX,3,Peanut,Jungle,South Korea
LCK/2018 Season/Spring Season,Kingzone DragonX,4,Cuzz,Jungle,South Korea
LCK/2018 Season/Spring Season,Kingzone DragonX,5,Bdd,Mid,South Korea
LCK/2018 Season/Spring Season,Kingzone DragonX,6,PraY,Bot,South Korea
LCK/2018 Season/Spring Season,Kingzone DragonX,7,GorillA,Support,South Korea
LCK/2018 Season/Spring Season,Kingzone DragonX,8,Hirai,Coach,South Korea
LCK/2018 Season/Spring Season,Kingzone DragonX,9,ActScene,Coach,South Korea
LCK/2018 Season/Spring Season,Kongdoo Monster,1,Roach,Top,South Korea
LCK/2018 Season/Spring Season,Kongdoo Monster,2,Raise,Jungle,South Korea
LCK/2018 Season/Spring Season,Kongdoo Monster,3,U Jun,Jungle,South Korea
LCK/2018 Season/Spring Season,Kongdoo Monster,4,Edge,Mid,South Korea
LCK/2018 Season/Spring Season,Kongdoo Monster,5,SSol,Bot,South Korea
LCK/2018 Season/Spring Season,Kongdoo Monster,6,Secret (Park Ki-sun),Support,South Korea
LCK/2018 Season/Spring Season,Kongdoo Monster,7,MC (Jang Min-chul),Coach,South Korea
LCK/2018 Season/Spring Season,Kongdoo Monster,8,Chunco,Coach,South Korea
LCK/2018 Season/Spring Season,Kongdoo Monster,9,Rigby,Coach,South Korea
LCK/2018 Season/Spring Season,KSV eSports,1,CuVee,Top,South Korea
LCK/2018 Season/Spring Season,KSV eSports,2,Ambition,Jungle,South Korea
LCK/2018 Season/Spring Season,KSV eSports,3,Haru,Jungle,South Korea
LCK/2018 Season/Spring Season,KSV eSports,4,Crown,Mid,South Korea
LCK/2018 Season/Spring Season,KSV eSports,5,Ruler,Bot,South Korea
LCK/2018 Season/Spring Season,KSV eSports,6,CoreJJ,Support,South Korea
LCK/2018 Season/Spring Season,KSV eSports,7,Edgar,Coach,South Korea
LCK/2018 Season/Spring Season,KSV eSports,8,TrAce,Coach,South Korea
LCK/2018 Season/Spring Season,KT Rolster,1,Smeb,Top,South Korea
LCK/2018 Season/Spring Season,KT Rolster,2,Score,Jungle,South Korea
LCK/2018 Season/Spring Season,KT Rolster,3,Rush,Jungle,South Korea
LCK/2018 Season/Spring Season,KT Rolster,4,PawN,Mid,South Korea
LCK/2018 Season/Spring Season,KT Rolster,5,Ucal,Mid,South Korea
LCK/2018 Season/Spring Season,KT Rolster,6,Deft,Bot,South Korea
LCK/2018 Season/Spring Season,KT Rolster,7,Mata,Support,South Korea
LCK/2018 Season/Spring Season,KT Rolster,8,ZanDarc,Coach,South Korea
LCK/2018 Season/Spring Season,KT Rolster,9,AnimalDAX,Coach,South Korea
LCK/2018 Season/Spring Season,MVP,1,ADD,Top,South Korea
LCK/2018 Season/Spring Season,MVP,2,Beyond (Kim Kyu-seok),Jungle,South Korea
LCK/2018 Season/Spring Season,MVP,3,Ian,Mid,South Korea
LCK/2018 Season/Spring Season,MVP,4,MaHa,Bot,South Korea
LCK/2018 Season/Spring Season,MVP,5,Pilot (Na Woo-hyung),Bot,South Korea
LCK/2018 Season/Spring Season,MVP,6,Max (Jeong Jong-bin),Support,South Korea
LCK/2018 Season/Spring Season,MVP,7,Hell,Coach,South Korea
LCK/2018 Season/Spring Season,MVP,8,Saroo,Coach,South Korea
LCK/2018 Season/Spring Season,ROX Tigers,1,Lindarang,Top,South Korea
LCK/2018 Season/Spring Season,ROX Tigers,2,Mightybear,Jungle,South Korea
LCK/2018 Season/Spring Season,ROX Tigers,3,SeongHwan,Jungle,South Korea
LCK/2018 Season/Spring Season,ROX Tigers,4,Kuzan,Mid,South Korea
LCK/2018 Season/Spring Season,ROX Tigers,5,Lava,Mid,South Korea
LCK/2018 Season/Spring Season,ROX Tigers,6,Sangyoon,Bot,South Korea
LCK/2018 Season/Spring Season,ROX Tigers,7,Key,Support,South Korea
LCK/2018 Season/Spring Season,ROX Tigers,8,OnAir,Coach,South Korea
LCK/2018 Season/Spring Season,ROX Tigers,9,Emperor (Kim Jin-hyun),Coach,South Korea
LCK/2018 Season/Spring Season,SK Telecom T1,1,Untara,Top,South Korea
LCK/2018 Season/Spring Season,SK Telecom T1,2,Thal,Top,South Korea
LCK/2018 Season/Spring Season,SK Telecom T1,3,Blank (Kang Sun-gu),Jungle,South Korea
LCK/2018 Season/Spring Season,SK Telecom T1,4,Wolf (Lee Jae-wan),"Jungle,Support",South Korea
LCK/2018 Season/Spring Season,SK Telecom T1,5,Blossom (Park Beom-chan),Jungle,South Korea
LCK/2018 Season/Spring Season,SK Telecom T1,6,Faker,Mid,South Korea
LCK/2018 Season/Spring Season,SK Telecom T1,7,Bang,Bot,South Korea
LCK/2018 Season/Spring Season,SK Telecom T1,8,Effort,Support,South Korea
LCK/2018 Season/Spring Season,SK Telecom T1,9,kkOma,Coach,South Korea
LCK/2018 Season/Spring Season,SK Telecom T1,10,PoohManDu,Coach,South Korea
LCK/2018 Season/Summer Playoffs,Afreeca Freecs,1,Kiin,Top,South Korea
LCK/2018 Season/Summer Playoffs,Afreeca Freecs,2,Spirit,Jungle,South Korea
LCK/2018 Season/Summer Playoffs,Afreeca Freecs,3,Kuro,Mid,South Korea
LCK/2018 Season/Summer Playoffs,Afreeca Freecs,4,Kramer,Bot,South Korea
LCK/2018 Season/Summer Playoffs,Afreeca Freecs,5,TusiN,Support,South Korea
LCK/2018 Season/Summer Playoffs,Afreeca Freecs,6,Ccomet,Coach,South Korea
LCK/2018 Season/Summer Playoffs,Afreeca Freecs,7,Zefa,Coach,South Korea
LCK/2018 Season/Summer Playoffs,Gen.G,1,CuVee,Top,South Korea
LCK/2018 Season/Summer Playoffs,Gen.G,2,Ambition,Jungle,South Korea
LCK/2018 Season/Summer Playoffs,Gen.G,3,Fly (Song Yong-jun),Mid,South Korea
LCK/2018 Season/Summer Playoffs,Gen.G,4,Ruler,Bot,South Korea
LCK/2018 Season/Summer Playoffs,Gen.G,5,CoreJJ,Support,South Korea
LCK/2018 Season/Summer Playoffs,Gen.G,6,Edgar,Coach,South Korea
LCK/2018 Season/Summer Playoffs,Gen.G,7,TrAce,Coach,South Korea
LCK/2018 Season/Summer Playoffs,Griffin (Korean Team),1,Sword (Choi Sung-won),Top,South Korea
LCK/2018 Season/Summer Playoffs,Griffin (Korean Team),2,Tarzan (Lee Seung-yong),Jungle,South Korea
LCK/2018 Season/Summer Playoffs,Griffin (Korean Team),3,Chovy,Mid,South Korea
LCK/2018 Season/Summer Playoffs,Griffin (Korean Team),4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2018 Season/Summer Playoffs,Griffin (Korean Team),5,Lehends,Support,South Korea
LCK/2018 Season/Summer Playoffs,Griffin (Korean Team),6,cvMax,Coach,South Korea
LCK/2018 Season/Summer Playoffs,Kingzone DragonX,1,Khan,Top,South Korea
LCK/2018 Season/Summer Playoffs,Kingzone DragonX,2,Peanut,Jungle,South Korea
LCK/2018 Season/Summer Playoffs,Kingzone DragonX,3,Bdd,Mid,South Korea
LCK/2018 Season/Summer Playoffs,Kingzone DragonX,4,PraY,Bot,South Korea
LCK/2018 Season/Summer Playoffs,Kingzone DragonX,5,GorillA,Support,South Korea
LCK/2018 Season/Summer Playoffs,Kingzone DragonX,6,Hirai,Coach,South Korea
LCK/2018 Season/Summer Playoffs,Kingzone DragonX,7,ActScene,Coach,South Korea
LCK/2018 Season/Summer Playoffs,Kingzone DragonX,8,Supreme,Coach,South Korea
LCK/2018 Season/Summer Playoffs,KT Rolster,1,Smeb,Top,South Korea
LCK/2018 Season/Summer Playoffs,KT Rolster,2,Score,Jungle,South Korea
LCK/2018 Season/Summer Playoffs,KT Rolster,3,Ucal,Mid,South Korea
LCK/2018 Season/Summer Playoffs,KT Rolster,4,Deft,Bot,South Korea
LCK/2018 Season/Summer Playoffs,KT Rolster,5,Mata,Support,South Korea
LCK/2018 Season/Summer Playoffs,KT Rolster,6,ZanDarc,Coach,South Korea
LCK/2018 Season/Summer Playoffs,KT Rolster,7,AnimalDAX,Coach,South Korea
LCK/2018 Season/Summer Promotion,Ever8 Winners,1,WooFe,Top,South Korea
LCK/2018 Season/Summer Promotion,Ever8 Winners,2,Kuma (Park Hyeon-gyu),Jungle,South Korea
LCK/2018 Season/Summer Promotion,Ever8 Winners,3,Hoglet,Jungle,South Korea
LCK/2018 Season/Summer Promotion,Ever8 Winners,4,SSUN (Kim Tae-yang),Mid,South Korea
LCK/2018 Season/Summer Promotion,Ever8 Winners,5,HyBrid (Lee Woo-jin),Bot,South Korea
LCK/2018 Season/Summer Promotion,Ever8 Winners,6,Lucifer (Han Chang-hoon),Support,South Korea
LCK/2018 Season/Summer Promotion,Ever8 Winners,7,Aegis (Kim Geun-mo),Support,South Korea
LCK/2018 Season/Summer Promotion,Ever8 Winners,8,Alvingo,Coach,South Korea
LCK/2018 Season/Summer Promotion,Griffin (Korean Team),1,Sword (Choi Sung-won),Top,South Korea
LCK/2018 Season/Summer Promotion,Griffin (Korean Team),2,Tarzan (Lee Seung-yong),Jungle,South Korea
LCK/2018 Season/Summer Promotion,Griffin (Korean Team),3,Rather,Mid,South Korea
LCK/2018 Season/Summer Promotion,Griffin (Korean Team),4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2018 Season/Summer Promotion,Griffin (Korean Team),5,Lehends,Support,South Korea
LCK/2018 Season/Summer Promotion,Griffin (Korean Team),6,cvMax,Coach,South Korea
LCK/2018 Season/Summer Promotion,Kongdoo Monster,1,Roach,Top,South Korea
LCK/2018 Season/Summer Promotion,Kongdoo Monster,2,Raise,Jungle,South Korea
LCK/2018 Season/Summer Promotion,Kongdoo Monster,3,U Jun,Jungle,South Korea
LCK/2018 Season/Summer Promotion,Kongdoo Monster,4,Edge,Mid,South Korea
LCK/2018 Season/Summer Promotion,Kongdoo Monster,5,SSol,Bot,South Korea
LCK/2018 Season/Summer Promotion,Kongdoo Monster,6,Secret (Park Ki-sun),Support,South Korea
LCK/2018 Season/Summer Promotion,Kongdoo Monster,7,MC (Jang Min-chul),Coach,South Korea
LCK/2018 Season/Summer Promotion,Kongdoo Monster,8,Chunco,Coach,South Korea
LCK/2018 Season/Summer Promotion,Kongdoo Monster,9,Rigby,Coach,South Korea
LCK/2018 Season/Summer Promotion,MVP,1,ADD,Top,South Korea
LCK/2018 Season/Summer Promotion,MVP,2,Beyond (Kim Kyu-seok),Jungle,South Korea
LCK/2018 Season/Summer Promotion,MVP,3,Ian,Mid,South Korea
LCK/2018 Season/Summer Promotion,MVP,4,Pilot (Na Woo-hyung),Bot,South Korea
LCK/2018 Season/Summer Promotion,MVP,5,Max (Jeong Jong-bin),Support,South Korea
LCK/2018 Season/Summer Promotion,MVP,6,Hell,Coach,South Korea
LCK/2018 Season/Summer Promotion,MVP,7,Saroo,Coach,South Korea
LCK/2018 Season/Summer Season,Afreeca Freecs,1,Kiin,Top,South Korea
LCK/2018 Season/Summer Season,Afreeca Freecs,2,Spirit,Jungle,South Korea
LCK/2018 Season/Summer Season,Afreeca Freecs,3,Mowgli,Jungle,South Korea
LCK/2018 Season/Summer Season,Afreeca Freecs,4,Kuro,Mid,South Korea
LCK/2018 Season/Summer Season,Afreeca Freecs,5,Aiming,Bot,South Korea
LCK/2018 Season/Summer Season,Afreeca Freecs,6,Kramer,Bot,South Korea
LCK/2018 Season/Summer Season,Afreeca Freecs,7,TusiN,Support,South Korea
LCK/2018 Season/Summer Season,Afreeca Freecs,8,Ccomet,Coach,South Korea
LCK/2018 Season/Summer Season,Afreeca Freecs,9,Zefa,Coach,South Korea
LCK/2018 Season/Summer Season,bbq Olivers,1,Crazy (Kim Jae-hee),Top,South Korea
LCK/2018 Season/Summer Season,bbq Olivers,2,Bono (Kim Gi-beom),Jungle,South Korea
LCK/2018 Season/Summer Season,bbq Olivers,3,Trick,Jungle,South Korea
LCK/2018 Season/Summer Season,bbq Olivers,4,Tempt,Mid,South Korea
LCK/2018 Season/Summer Season,bbq Olivers,5,Aries (Lee Chae-hwan),Bot,South Korea
LCK/2018 Season/Summer Season,bbq Olivers,6,Ghost (Jang Yong-jun),Bot,South Korea
LCK/2018 Season/Summer Season,bbq Olivers,7,IgNar,Support,South Korea
LCK/2018 Season/Summer Season,bbq Olivers,8,Xero,Coach,South Korea
LCK/2018 Season/Summer Season,bbq Olivers,9,Ares (Kim Min-kwon),Coach,South Korea
LCK/2018 Season/Summer Season,Gen.G,1,CuVee,Top,South Korea
LCK/2018 Season/Summer Season,Gen.G,2,Mong,Top,South Korea
LCK/2018 Season/Summer Season,Gen.G,3,Ambition,Jungle,South Korea
LCK/2018 Season/Summer Season,Gen.G,4,Haru,Jungle,South Korea
LCK/2018 Season/Summer Season,Gen.G,5,Fly (Song Yong-jun),Mid,South Korea
LCK/2018 Season/Summer Season,Gen.G,6,Crown,Mid,South Korea
LCK/2018 Season/Summer Season,Gen.G,7,Ruler,Bot,South Korea
LCK/2018 Season/Summer Season,Gen.G,8,CoreJJ,Support,South Korea
LCK/2018 Season/Summer Season,Gen.G,9,Edgar,Coach,South Korea
LCK/2018 Season/Summer Season,Gen.G,10,TrAce,Coach,South Korea
LCK/2018 Season/Summer Season,Griffin (Korean Team),1,Sword (Choi Sung-won),Top,South Korea
LCK/2018 Season/Summer Season,Griffin (Korean Team),2,Tarzan (Lee Seung-yong),Jungle,South Korea
LCK/2018 Season/Summer Season,Griffin (Korean Team),3,Rather,Mid,South Korea
LCK/2018 Season/Summer Season,Griffin (Korean Team),4,Chovy,Mid,South Korea
LCK/2018 Season/Summer Season,Griffin (Korean Team),5,Viper (Park Do-hyeon),Bot,South Korea
LCK/2018 Season/Summer Season,Griffin (Korean Team),6,Lehends,Support,South Korea
LCK/2018 Season/Summer Season,Griffin (Korean Team),7,cvMax,Coach,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,1,Lindarang,Top,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,2,Brook,Top,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,3,SeongHwan,Jungle,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,4,Mightybear,Jungle,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,5,Lava,Mid,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,6,Kuzan,Mid,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,7,Sangyoon,Bot,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,8,Clever,Bot,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,9,Key,Support,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,10,Asper,Support,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,11,OnAir,Coach,South Korea
LCK/2018 Season/Summer Season,Hanwha Life Esports,12,Emperor (Kim Jin-hyun),Coach,South Korea
LCK/2018 Season/Summer Season,Jin Air Green Wings,1,SoHwan,Top,South Korea
LCK/2018 Season/Summer Season,Jin Air Green Wings,2,UmTi,Jungle,South Korea
LCK/2018 Season/Summer Season,Jin Air Green Wings,3,KaKAO,Jungle,South Korea
LCK/2018 Season/Summer Season,Jin Air Green Wings,4,Grace,Mid,South Korea
LCK/2018 Season/Summer Season,Jin Air Green Wings,5,Justice,Mid,South Korea
LCK/2018 Season/Summer Season,Jin Air Green Wings,6,Teddy,Bot,South Korea
LCK/2018 Season/Summer Season,Jin Air Green Wings,7,Nova (Park Chan-ho),Support,South Korea
LCK/2018 Season/Summer Season,Jin Air Green Wings,8,H-Dragon,Coach,South Korea
LCK/2018 Season/Summer Season,Jin Air Green Wings,9,Fly (Kim Sang-cheol),Coach,South Korea
LCK/2018 Season/Summer Season,Kingzone DragonX,1,Khan,Top,South Korea
LCK/2018 Season/Summer Season,Kingzone DragonX,2,Rascal,Top,South Korea
LCK/2018 Season/Summer Season,Kingzone DragonX,3,Cuzz,Jungle,South Korea
LCK/2018 Season/Summer Season,Kingzone DragonX,4,Peanut,Jungle,South Korea
LCK/2018 Season/Summer Season,Kingzone DragonX,5,Bdd,Mid,South Korea
LCK/2018 Season/Summer Season,Kingzone DragonX,6,PraY,Bot,South Korea
LCK/2018 Season/Summer Season,Kingzone DragonX,7,GorillA,Support,South Korea
LCK/2018 Season/Summer Season,Kingzone DragonX,8,Hirai,Coach,South Korea
LCK/2018 Season/Summer Season,Kingzone DragonX,9,ActScene,Coach,South Korea
LCK/2018 Season/Summer Season,KT Rolster,1,Smeb,Top,South Korea
LCK/2018 Season/Summer Season,KT Rolster,2,Kingen,Top,South Korea
LCK/2018 Season/Summer Season,KT Rolster,3,Rush,Jungle,South Korea
LCK/2018 Season/Summer Season,KT Rolster,4,Score,Jungle,South Korea
LCK/2018 Season/Summer Season,KT Rolster,5,Ucal,Mid,South Korea
LCK/2018 Season/Summer Season,KT Rolster,6,PawN,Mid,South Korea
LCK/2018 Season/Summer Season,KT Rolster,7,Deft,Bot,South Korea
LCK/2018 Season/Summer Season,KT Rolster,8,Mata,Support,South Korea
LCK/2018 Season/Summer Season,KT Rolster,9,ZanDarc,Coach,South Korea
LCK/2018 Season/Summer Season,KT Rolster,10,AnimalDAX,Coach,South Korea
LCK/2018 Season/Summer Season,MVP,1,ADD,Top,South Korea
LCK/2018 Season/Summer Season,MVP,2,Yondu,Jungle,South Korea
LCK/2018 Season/Summer Season,MVP,3,Ian,Mid,South Korea
LCK/2018 Season/Summer Season,MVP,4,Pilot (Na Woo-hyung),Bot,South Korea
LCK/2018 Season/Summer Season,MVP,5,MaHa,"Bot,Top",South Korea
LCK/2018 Season/Summer Season,MVP,6,Max (Jeong Jong-bin),"Support,Top",South Korea
LCK/2018 Season/Summer Season,MVP,7,Motive,Support,South Korea
LCK/2018 Season/Summer Season,MVP,8,Hell,Coach,South Korea
LCK/2018 Season/Summer Season,MVP,9,Saroo,Coach,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,1,Thal,Top,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,2,Blank (Kang Sun-gu),Jungle,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,3,Blossom (Park Beom-chan),Jungle,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,4,Faker,Mid,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,5,Pirean,Mid,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,6,Bang,Bot,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,7,Leo (Han Gyeo-re),Bot,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,8,Wolf (Lee Jae-wan),Support,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,9,Effort,Support,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,10,kkOma,Coach,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,11,PoohManDu,Coach,South Korea
LCK/2018 Season/Summer Season,SK Telecom T1,12,Bengi,Coach,South Korea
LCK/2019 Season/Spring Playoffs,DAMWON Gaming,1,Nuguri,Top,South Korea
LCK/2019 Season/Spring Playoffs,DAMWON Gaming,2,Canyon,Jungle,South Korea
LCK/2019 Season/Spring Playoffs,DAMWON Gaming,3,ShowMaker,Mid,South Korea
LCK/2019 Season/Spring Playoffs,DAMWON Gaming,4,Nuclear,Bot,South Korea
LCK/2019 Season/Spring Playoffs,DAMWON Gaming,5,BeryL,Support,South Korea
LCK/2019 Season/Spring Playoffs,DAMWON Gaming,6,Hoit,Support,South Korea
LCK/2019 Season/Spring Playoffs,DAMWON Gaming,7,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2019 Season/Spring Playoffs,DAMWON Gaming,8,Kim (Kim Jeong-soo),Coach,South Korea
LCK/2019 Season/Spring Playoffs,Griffin (Korean Team),1,Sword (Choi Sung-won),Top,South Korea
LCK/2019 Season/Spring Playoffs,Griffin (Korean Team),2,Tarzan (Lee Seung-yong),Jungle,South Korea
LCK/2019 Season/Spring Playoffs,Griffin (Korean Team),3,Chovy,Mid,South Korea
LCK/2019 Season/Spring Playoffs,Griffin (Korean Team),4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2019 Season/Spring Playoffs,Griffin (Korean Team),5,Lehends,Support,South Korea
LCK/2019 Season/Spring Playoffs,Griffin (Korean Team),6,cvMax,Coach,South Korea
LCK/2019 Season/Spring Playoffs,Griffin (Korean Team),7,Chaos (Byun Young-sub),Coach,South Korea
LCK/2019 Season/Spring Playoffs,Kingzone DragonX,1,Rascal,Top,South Korea
LCK/2019 Season/Spring Playoffs,Kingzone DragonX,2,Cuzz,Jungle,South Korea
LCK/2019 Season/Spring Playoffs,Kingzone DragonX,3,PawN,Mid,South Korea
LCK/2019 Season/Spring Playoffs,Kingzone DragonX,4,Deft,Bot,South Korea
LCK/2019 Season/Spring Playoffs,Kingzone DragonX,5,TusiN,Support,South Korea
LCK/2019 Season/Spring Playoffs,Kingzone DragonX,6,Hirai,Coach,South Korea
LCK/2019 Season/Spring Playoffs,Kingzone DragonX,7,Acorn,Coach,South Korea
LCK/2019 Season/Spring Playoffs,SANDBOX Gaming,1,Summit,Top,South Korea
LCK/2019 Season/Spring Playoffs,SANDBOX Gaming,2,OnFleek,Jungle,South Korea
LCK/2019 Season/Spring Playoffs,SANDBOX Gaming,3,Dove,Mid,South Korea
LCK/2019 Season/Spring Playoffs,SANDBOX Gaming,4,Ghost (Jang Yong-jun),Bot,South Korea
LCK/2019 Season/Spring Playoffs,SANDBOX Gaming,5,Joker (Cho Jae-eup),Support,South Korea
LCK/2019 Season/Spring Playoffs,SANDBOX Gaming,6,Laden,Coach,South Korea
LCK/2019 Season/Spring Playoffs,SANDBOX Gaming,7,Dragon (Lee Jun-yong),Coach,South Korea
LCK/2019 Season/Spring Playoffs,SK Telecom T1,1,Khan,Top,South Korea
LCK/2019 Season/Spring Playoffs,SK Telecom T1,2,Clid,Jungle,South Korea
LCK/2019 Season/Spring Playoffs,SK Telecom T1,3,Faker,Mid,South Korea
LCK/2019 Season/Spring Playoffs,SK Telecom T1,4,Teddy,Bot,South Korea
LCK/2019 Season/Spring Playoffs,SK Telecom T1,5,Mata,Support,South Korea
LCK/2019 Season/Spring Playoffs,SK Telecom T1,6,Zefa,Coach,South Korea
LCK/2019 Season/Spring Playoffs,SK Telecom T1,7,Fly (Kim Sang-cheol),Coach,South Korea
LCK/2019 Season/Spring Promotion,bbq Olivers,1,Crazy (Kim Jae-hee),Top,South Korea
LCK/2019 Season/Spring Promotion,bbq Olivers,2,Trick,Jungle,South Korea
LCK/2019 Season/Spring Promotion,bbq Olivers,3,Tempt,Mid,South Korea
LCK/2019 Season/Spring Promotion,bbq Olivers,4,Aries (Lee Chae-hwan),Bot,South Korea
LCK/2019 Season/Spring Promotion,bbq Olivers,5,Ghost (Jang Yong-jun),Bot,South Korea
LCK/2019 Season/Spring Promotion,bbq Olivers,6,IgNar,Support,South Korea
LCK/2019 Season/Spring Promotion,bbq Olivers,7,Xero,Coach,South Korea
LCK/2019 Season/Spring Promotion,bbq Olivers,8,Ares (Kim Min-kwon),Coach,South Korea
LCK/2019 Season/Spring Promotion,DAMWON Gaming,1,Nuguri,Top,South Korea
LCK/2019 Season/Spring Promotion,DAMWON Gaming,2,Punch,Jungle,South Korea
LCK/2019 Season/Spring Promotion,DAMWON Gaming,3,ShowMaker,Mid,South Korea
LCK/2019 Season/Spring Promotion,DAMWON Gaming,4,Nuclear,Bot,South Korea
LCK/2019 Season/Spring Promotion,DAMWON Gaming,5,Hoit,Support,South Korea
LCK/2019 Season/Spring Promotion,DAMWON Gaming,6,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2019 Season/Spring Promotion,DAMWON Gaming,7,GalB,Coach,South Korea
LCK/2019 Season/Spring Promotion,MVP,1,ADD,Top,South Korea
LCK/2019 Season/Spring Promotion,MVP,2,Yondu,Jungle,South Korea
LCK/2019 Season/Spring Promotion,MVP,3,Ian,Mid,South Korea
LCK/2019 Season/Spring Promotion,MVP,4,Pilot (Na Woo-hyung),Bot,South Korea
LCK/2019 Season/Spring Promotion,MVP,5,Max (Jeong Jong-bin),Support,South Korea
LCK/2019 Season/Spring Promotion,MVP,6,Hell,Coach,South Korea
LCK/2019 Season/Spring Promotion,MVP,7,Saroo,Coach,South Korea
LCK/2019 Season/Spring Promotion,Team BattleComics,1,SoaR,Top,South Korea
LCK/2019 Season/Spring Promotion,Team BattleComics,2,OnFleek,Jungle,South Korea
LCK/2019 Season/Spring Promotion,Team BattleComics,3,Dove,Mid,South Korea
LCK/2019 Season/Spring Promotion,Team BattleComics,4,Hollow,Bot,South Korea
LCK/2019 Season/Spring Promotion,Team BattleComics,5,Joker (Cho Jae-eup),Support,South Korea
LCK/2019 Season/Spring Promotion,Team BattleComics,6,Sally,Coach,South Korea
LCK/2019 Season/Spring Promotion,Team BattleComics,7,Dragon (Lee Jun-yong),Coach,South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,1,Kiin,Top,South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,2,Dread (Lee Jin-hyeok),"Jungle,Bot",South Korea
